Name,Sport,Event,NOC,Year,Medal,Division,Strength,First Year,Age,p_max,a_max,alpha,beta,fit_loss
Cline (-marchand),Swimming,Swimming Women's 400 metres Individual Medley,FRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,8.494375324229516,0.05842171555770819,0.1028946964248164,0.0
Cline Degrange,Gymnastics,Gymnastics Women's Individual,FRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Clinio Freitas,Sailing,Sailing Mixed Multihull,BRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,7.048076185370711,0.525,0.05000000000000001,0.0
Clint Peay,Football,Football Men's Football,USA,1996.0,No medal,15.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.0820104584696272,0.34740021350410666,0.0
Clint Robinson,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",AUS,1996.0,Bronze,1.0,4.0,1992.0,20.0,1.057152972087384,25.767279740429007,0.05,0.2325105192444747,4.84811451809297e-05
Clint Williams,Athletics,Athletics Men's 4 x 400 metres Relay,GRN,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.5079183830915782,0.42304557320937713,0.0
Clive Jr.,Athletics,Athletics Men's 200 metres,JAM,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,8.682617102955662,0.18834921292098744,0.16410698876615457,0.0
Clive Terrelonge,Athletics,Athletics Men's 800 metres,JAM,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Clment N'goran,Tennis,Tennis Men's Doubles,CIV,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.9097307752916892,0.4568192476514613,0.0
Clodoaldo Carmo,Athletics,"Athletics Men's 3,000 metres Steeplechase",BRA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Clothilde Magnan,Fencing,"Fencing Women's Foil, Individual",FRA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.33106562310245,0.06052385446574785,0.2115127706879614,0.0
Clothilde Magnan,Fencing,"Fencing Women's Foil, Team",FRA,1996.0,No medal,3.0,1.0,1996.0,16.0,2.5,9.33106562310245,0.06052385446574785,0.2115127706879614,0.0
Clova (cameron-),Athletics,Athletics Women's Heptathlon,GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.144855381725183,0.2654702754560354,0.09722388961507325,0.0
Clover Maitland,Hockey,Hockey Women's Hockey,AUS,1996.0,Gold,16.0,10.0,1996.0,16.0,11.5,17.013414379388667,0.49333333333333335,0.08069435845716896,0.0
Cludia Carceroni-saintagne,Cycling,"Cycling Women's Road Race, Individual",BRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Cludia Chabalgoity,Tennis,Tennis Women's Doubles,BRA,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.5970171099561647,0.05614935848354702,0.0
Cludia Pastor,Basketball,Basketball Women's Basketball,BRA,1996.0,Silver,12.0,6.0,1996.0,16.0,7.5,6.356083032745513,0.5777777777777778,0.05,0.0
Cludia Swan,Sailing,Sailing Women's Two Person Dinghy,BRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,7.048076185370711,0.525,0.05000000000000001,0.0
Cludio Bertolino,Athletics,Athletics Men's 20 kilometres Walk,BRA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Cludio Brito,Handball,Handball Men's Handball,BRA,1992.0,No medal,14.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.08240045925974747,0.2823526098614762,0.0
Cludio Kano,Table Tennis,Table Tennis Men's Doubles,BRA,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Cludio Kano,Table Tennis,Table Tennis Men's Singles,BRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Cludio Tavares,Rowing,Rowing Men's Coxed Pairs,BRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.569379654397575,0.46824614137705106,0.0
Clverson Teixeira,Athletics,Athletics Men's 400 metres Hurdles,BRA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Clyde Drexler,Basketball,Basketball Men's Basketball,USA,1992.0,Gold,12.0,10.0,1992.0,16.0,11.5,21.142857142857142,0.6708874892564423,0.05,0.0
Clynton Wade-lehman,Sailing,Sailing Mixed Three Person Keelboat,RSA,1996.0,No medal,3.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Cndido Barbosa,Cycling,"Cycling Men's Road Race, Individual",POR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8179678847328267,0.32270098112706547,0.0
Cndido Rosell,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",CUB,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,14.905934977039081,0.24000000000000005,0.3193871022968093,0.0
Cntia Santos,Basketball,Basketball Women's Basketball,BRA,1996.0,Silver,12.0,6.0,1996.0,16.0,7.5,6.356083032745513,0.5777777777777778,0.05,0.0
Cobi Jones,Football,Football Men's Football,USA,1992.0,No medal,17.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.0820104584696272,0.34740021350410666,0.0
Colbie Bell,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Colin Beashel,Sailing,Sailing Mixed Two Person Keelboat,AUS,1996.0,Bronze,1.0,4.0,1992.0,20.0,1.2902307257929546,4.76038658461825,1.0,0.05,2.1640154929084456
Colin Davidson,Cycling,Cycling Men's 100 kilometres Team Time Trial,CAN,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,15.53412454911827,0.08127069196755954,0.05000000000000001,0.0
Colin Daynes,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Colin Dunlop,Sailing,Sailing Mixed Three Person Keelboat,FIJ,1992.0,No medal,3.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Colin Ettingshausen,Rowing,Rowing Men's Coxless Pairs,GER,1996.0,No medal,2.0,1.0,1992.0,20.0,1.0058677113090204,20.011371515336958,0.05,0.4478704745297349,6.508210773218693e-05
Colin Hamilton,Modern Pentathlon,Modern Pentathlon Men's Individual,AUS,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.44045074354935265,0.17425613208689536,0.0
Colin Hamilton,Modern Pentathlon,Modern Pentathlon Men's Team,AUS,1992.0,No medal,3.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.8992823195559401,0.26206689173293646,0.0
Colin Jackson,Athletics,Athletics Men's 110 metres Hurdles,GBR,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Colin Morgan,Judo,Judo Men's Half-Middleweight,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.873244157791762,0.05000000000000001,0.14919637658763277,0.0
Colin Walker,Athletics,"Athletics Men's 3,000 metres Steeplechase",GBR,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.144855381725183,0.2654702754560354,0.09722388961507325,0.0
Colleen (lindeque-),Athletics,"Athletics Women's 10,000 metres",RSA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Colleen (lindeque-),Athletics,Athletics Women's Marathon,RSA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Colleen Miller,Rowing,Rowing Women's Lightweight Double Sculls,CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,18.203558283236067,0.20833333333333334,0.25273773617557055,0.0
Colleen Orsmond,Rowing,Rowing Women's Coxless Pairs,RSA,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.29179455173063656,0.36301646250131425,0.0
Colleen Rosensteel,Judo,Judo Women's Heavyweight,USA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Colleen Thorburn-smith,Softball,Softball Women's Softball,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.08045269375741139,0.06728451649470778,0.0
Collins Okothnyawallo,Weightlifting,Weightlifting Men's Heavyweight I,KEN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.7270756939273102,0.2481547096656172,0.0
Conchita Bernat,Tennis,Tennis Women's Doubles,ESP,1996.0,Bronze,2.0,4.0,1992.0,20.0,1.7589222720206448,27.68942881160271,0.05,0.1075519221071918,0.0010664028592495
Conchita Bernat,Tennis,Tennis Women's Singles,ESP,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Condinitha (-lindsey),Athletics,Athletics Women's High Jump,USA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,13.919806934626841,0.22018247465873156,0.1341198206669907,0.0
Cong Xuedi,Basketball,Basketball Women's Basketball,CHN,1992.0,Silver,11.0,6.0,1992.0,16.0,7.5,6.409633892518456,0.06546966919658553,0.21523266836192462,0.0
Cong Yanxia,Handball,Handball Women's Handball,CHN,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.09127754943363758,0.4853410776383106,0.0
Connie (schiller-),Shooting,Shooting Mixed Skeet,USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Conny Hamann-boeriths,Handball,Handball Women's Handball,DEN,1996.0,Gold,15.0,10.0,1996.0,16.0,11.5,4.000006449885999,0.4965275865591504,0.41314892476536313,0.0
Conor Henry,Cycling,"Cycling Men's Road Race, Individual",IRL,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,15.999993550114002,0.8445345417413632,0.10271709862374145,0.0
Conor Holmes,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",IRL,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Conor Holmes,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",IRL,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Conor Maloney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",IRL,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Conor Maloney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",IRL,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Conrado Marrero,Cycling,Cycling Men's Points Race,CUB,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.465570952804428,0.46537176349797343,0.0
Conrado Marrero,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",CUB,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.2604879233937051,0.08548739376651296,0.0
Constana Pipot-burcic,Rowing,Rowing Women's Lightweight Double Sculls,ROU,1996.0,Gold,2.0,10.0,1996.0,16.0,11.5,16.010346539639393,0.28750000000000003,0.3642531954386561,0.0
Constana Pipot-burcic,Rowing,Rowing Women's Quadruple Sculls,ROU,1992.0,Silver,4.0,6.0,1992.0,16.0,7.5,16.010346539639393,0.28750000000000003,0.3642531954386561,0.0
Constance (ryder-),Shooting,"Shooting Women's Air Pistol, 10 metres",USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Constance (ryder-),Shooting,"Shooting Women's Sporting Pistol, 25 metres",USA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Constance Paraskevin-young,Cycling,Cycling Women's Sprint,USA,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Constance Price-smith,Athletics,Athletics Women's Discus Throw,USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,13.919806934626841,0.22018247465873156,0.1341198206669907,0.0
Constance Price-smith,Athletics,Athletics Women's Shot Put,USA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,13.919806934626841,0.22018247465873156,0.1341198206669907,0.0
Constance Radfan,Volleyball,Volleyball Women's Volleyball,GER,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.33618773465505575,0.21441692287815678,0.0
Constant Wagner,Shooting,"Shooting Men's Air Pistol, 10 metres",LUX,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.7037372480014046,0.2346979570814326,0.0
Constantin Blan,Athletics,Athletics Men's 20 kilometres Walk,ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05000000000000001,0.05000000000000001,0.0
Constantin Corduneanu,Wrestling,"Wrestling Men's Flyweight, Freestyle",ROU,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Constantin Rijckevorsel,Equestrian,"Equestrian Mixed Three-Day Event, Individual",BEL,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,6.650596636781701,0.0590779622333796,0.1363848157355465,0.0
Constantin Trloiu,Shooting,"Shooting Men's Air Pistol, 10 metres",ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.873244157791762,0.05000000000000001,0.14919637658763277,0.0
Constantin Trloiu,Shooting,"Shooting Men's Free Pistol, 50 metres",ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.873244157791762,0.05000000000000001,0.14919637658763277,0.0
Constantino Saragoza,Sailing,Sailing Men's Windsurfer,AHO,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Constantino Scarpetta,Sailing,Sailing Mixed One Person Dinghy,PAR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.3398120273930395,0.4270803897365754,0.0
Consuelo Turetta,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,ITA,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.9721913304544489,0.47196370686072137,0.0
Cord Mysegaes,Equestrian,"Equestrian Mixed Three-Day Event, Individual",GER,1992.0,No medal,3.0,1.0,1992.0,16.0,2.5,8.638161866172293,0.28084841400593036,0.19703907395293876,0.0
Cord Mysegaes,Equestrian,"Equestrian Mixed Three-Day Event, Team",GER,1992.0,Bronze,4.0,4.0,1992.0,16.0,5.5,8.638161866172293,0.28084841400593036,0.19703907395293876,0.0
Corina Dumitru,Swimming,Swimming Women's 200 metres Butterfly,ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Corinna (broz-),Judo,Judo Women's Lightweight,USA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,11.978732996592292,0.05,0.1494676186324337,0.0
Corinne Leclair,Swimming,Swimming Women's 100 metres Freestyle,MRI,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Corinne Leclair,Swimming,Swimming Women's 200 metres Freestyle,MRI,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Corinne Leclair,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,MRI,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Corinne Leclair,Swimming,Swimming Women's 400 metres Freestyle,MRI,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Corinne Moal,Rowing,Rowing Women's Single Sculls,FRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,6.5767066802419105,0.62,0.05,0.0
Corinne Simasotchi,Athletics,Athletics Women's 400 metres,SUI,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Corinne Tosio,Shooting,"Shooting Women's Air Pistol, 10 metres",FRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.445887503478902,0.21248644598422287,0.13397325265895157,0.0
Corinne Tosio,Shooting,"Shooting Women's Sporting Pistol, 25 metres",FRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.445887503478902,0.21248644598422287,0.13397325265895157,0.0
Cormac Finnerty,Athletics,"Athletics Men's 5,000 metres",IRL,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Cornel Milan,Fencing,"Fencing Men's epee, Individual",ROU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,5.767066574483134,0.07096443347908155,0.14669355208823043,0.0
Cornel Milan,Fencing,"Fencing Men's epee, Team",ROU,1992.0,No medal,5.0,1.0,1992.0,16.0,2.5,5.767066574483134,0.07096443347908155,0.14669355208823043,0.0
Cornelia (-griem),Archery,Archery Women's Individual,GER,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Cornelia (-griem),Archery,Archery Women's Team,GER,1996.0,Silver,3.0,6.0,1992.0,20.0,1.585503803159155,4.0,1.0,0.05,6.048384286829674
Cornelia Melis,Athletics,Athletics Women's Marathon,ARU,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.5218468694996335,0.4239631997245442,0.0
Cornelia Ockhuijsen,Softball,Softball Women's Softball,NED,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.8616149255234059,0.06788649721508833,0.0
Cornelis Bornman,Shooting,Shooting Mixed Trap,RSA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.9319331678864248,0.2863275858799526,0.0
Cornelis Geemen,Sailing,Sailing Men's Windsurfer,NED,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,11.980229824263173,0.05,0.12439728244072457,0.0
Cornelis Zwan,Rowing,Rowing Men's Coxed Eights,NED,1996.0,Gold,9.0,10.0,1996.0,16.0,11.5,9.301186823677403,0.05,0.05,0.0
Cornelis Zwan,Rowing,Rowing Men's Coxless Fours,NED,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Cornelli (-rosier),Athletics,Athletics Women's 100 metres,NED,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Corrado Fantini,Athletics,Athletics Men's Shot Put,ITA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.945817289981064,0.2474084644780474,0.11007408147746285,0.0
Corran Addison,Canoeing,"Canoeing Men's Kayak Singles, Slalom",RSA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.9153969016627073,0.4520380085180877,0.0
Corrie Bruin,Athletics,Athletics Women's Discus Throw,NED,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Corrina Kennedy,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,8.712166065491026,0.15555555555555556,0.05,0.0
Corrina Kennedy,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",CAN,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,8.712166065491026,0.15555555555555556,0.05,0.0
Cory O'brien,Wrestling,"Wrestling Men's Bantamweight, Freestyle",AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.16589065992866187,0.3179006464940596,0.0
Cossi Houegban,Cycling,"Cycling Men's Road Race, Individual",BEN,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.6861029637208516,0.8814541569780683,0.18809960398968112,0.0
Costel Grasu,Athletics,Athletics Men's Discus Throw,ROU,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569
Costica Neagu,Handball,Handball Men's Handball,ROU,1992.0,No medal,15.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.4396178061351807,0.21629374843105909,0.0
Cottrell Iii,Athletics,Athletics Men's Shot Put,USA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,13.919806934626841,0.22018247465873156,0.1341198206669907,0.0
Courtenay Becker-dey,Sailing,Sailing Women's One Person Dinghy,USA,1996.0,Bronze,1.0,4.0,1996.0,16.0,5.5,18.2311884750915,0.05000000000000001,0.42382630088505885,0.0
Craig Barrett,Athletics,Athletics Men's 50 kilometres Walk,NZL,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,14.65927282484894,0.05,0.19879456488144914,0.0
Craig Brown,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",GBR,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,10.831213208200197,0.05,0.10683863921853355,0.0
Craig Fulton,Hockey,Hockey Men's Hockey,RSA,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,5.522001623042664,0.4901372115073535,0.0887607704852193,0.0
Craig Greenwood,Sailing,Sailing Men's Two Person Dinghy,NZL,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,18.252466919355484,0.05,0.2965763806934969,0.0
Craig Hepburn,Athletics,Athletics Men's Long Jump,BAH,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,11.980229824263173,0.05,0.12439728244072458,0.0
Craig Jackson,Hockey,Hockey Men's Hockey,RSA,1996.0,No medal,16.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.42184108743139537,0.3337357841270708,0.0
Craig Jackson,Swimming,Swimming Men's 100 metres Butterfly,RSA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,7.048076185370711,0.525,0.05000000000000001,0.0
Craig Jackson,Swimming,Swimming Men's 200 metres Butterfly,RSA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,7.048076185370711,0.525,0.05000000000000001,0.0
Craig Jackson,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,RSA,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,7.048076185370711,0.525,0.05000000000000001,0.0
Craig Merren,Cycling,Cycling Men's 100 kilometres Team Time Trial,CAY,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Craig Meuleman,Shooting,Shooting Men's Skeet,AUS,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Craig Monk,Sailing,Sailing Men's One Person Dinghy,NZL,1996.0,No medal,1.0,1.0,1992.0,20.0,1.0,20.01735882602048,0.05,0.3475891297628983,2.78014581422198e-05
Craig Morbey,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,BER,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.8869083345380269,0.07260940171707944,0.0
Craig Roberts,Wrestling,"Wrestling Men's Lightweight, Freestyle",CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Craig Rogerson,Diving,Diving Men's Platform,AUS,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Craig Russ,Hockey,Hockey Men's Hockey,NZL,1992.0,No medal,16.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.19309484544711125,0.4438545098225783,0.0
Craig Vaughan,Diving,Diving Men's Springboard,RSA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.9433307586135012,0.491354312146582,0.0
Craig Wilson,Baseball,Baseball Men's Baseball,USA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.9352253523207195,0.24621581043971402,0.0
Craig Wilson,Water Polo,Water Polo Men's Water Polo,USA,1992.0,No medal,13.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Craig Winrow,Athletics,Athletics Men's 800 metres,GBR,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.144855381725183,0.2654702754560354,0.09722388961507325,0.0
Cris (johansson-),Shooting,"Shooting Women's Air Pistol, 10 metres",SWE,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,11.980229824263173,0.05,0.12439728244072458,0.0
Cris (johansson-),Shooting,"Shooting Women's Sporting Pistol, 25 metres",SWE,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,11.980229824263173,0.05,0.12439728244072458,0.0
Cristian Apel,Shooting,"Shooting Men's Running Target, 10 metres",GUA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0
Cristian Cantori,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",ARG,1992.0,No medal,4.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.7255457649027265,0.2537016863544841,0.0
Cristian Giantomassi,Boxing,Boxing Men's Lightweight,ITA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.7859146395322241,0.3100138373055752,0.0
Cristian Leric,Gymnastics,Gymnastics Men's Floor Exercise,ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.163226089182004,0.19849683480992159,0.12669782923617215,0.0
Cristian Leric,Gymnastics,Gymnastics Men's Horizontal Bar,ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.163226089182004,0.19849683480992159,0.12669782923617215,0.0
Cristian Leric,Gymnastics,Gymnastics Men's Horse Vault,ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.163226089182004,0.19849683480992159,0.12669782923617215,0.0
Cristian Leric,Gymnastics,Gymnastics Men's Individual All-Around,ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.163226089182004,0.19849683480992159,0.12669782923617215,0.0
Cristian Leric,Gymnastics,Gymnastics Men's Parallel Bars,ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.163226089182004,0.19849683480992159,0.12669782923617215,0.0
Cristian Leric,Gymnastics,Gymnastics Men's Pommelled Horse,ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.163226089182004,0.19849683480992159,0.12669782923617215,0.0
Cristian Leric,Gymnastics,Gymnastics Men's Rings,ROU,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,12.163226089182004,0.19849683480992159,0.12669782923617215,0.0
Cristian Leric,Gymnastics,Gymnastics Men's Team All-Around,ROU,1996.0,No medal,7.0,1.0,1996.0,16.0,2.5,12.163226089182004,0.19849683480992159,0.12669782923617215,0.0
Cristian Ruata,Sailing,Sailing Men's Windsurfer,GUA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.9938340731221509,0.25104287178277607,0.0
Cristiana Lobo,Synchronized Swimming,Synchronized Swimming Women's Duet,BRA,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.1991268734131721,0.21159262714493082,0.0
Cristiana Lobo,Synchronized Swimming,Synchronized Swimming Women's Solo,BRA,1992.0,No medal,1.0,1.0,1992.0,16.0,2.5,4.000006449885999,0.2929217853135927,0.3246750764904395,0.0
