NOC,Sport,Event,Division,1992,1996,2000,2004,2008,2012,2016,2020,2024,Predicted
EST,Table Tennis,Table Tennis Men's Singles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,Tennis,Tennis Women's Doubles,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.10508245613757027
EST,Tennis,Tennis Women's Singles,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12760012530990672
EST,Tennis,Women's Singles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,Triathlon,Triathlon Men's Olympic Distance,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05254122806878513
EST,Triathlon,Triathlon Women's Olympic Distance,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
EST,Triathlon,Women's Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,Weightlifting,Men's +102kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,Weightlifting,Weightlifting Men's Super-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
EST,Wrestling,Men's Greco-Roman 130kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
EST,Wrestling,Women's Freestyle 76kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,Wrestling,"Wrestling Men's Heavyweight, Freestyle",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
EST,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08932008771693467
EST,Wrestling,"Wrestling Men's Lightweight, Freestyle",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13297219781244984
EST,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03677885964814958
EST,Wrestling,"Wrestling Women's Heavyweight, Freestyle",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ETH,Athletics,"Athletics Men's 1,500 metres",1,0.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.6346765896717125
ETH,Athletics,"Athletics Men's 10,000 metres",1,0.0,3.0,2.0,2.0,0.0,2.0,3.0,2.7,2.43,2.28037148470791
ETH,Athletics,Athletics Men's 20 kilometres Walk,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH,Athletics,"Athletics Men's 3,000 metres Steeplechase",1,0.0,0.0,1.0,2.0,3.0,1.0,3.0,2.7,2.43,2.2843067154632655
ETH,Athletics,Athletics Men's 400 metres,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
ETH,Athletics,"Athletics Men's 5,000 metres",1,0.0,1.0,2.0,3.0,2.0,3.0,1.0,0.9,0.81,1.3320726252133166
ETH,Athletics,Athletics Men's 800 metres,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1597682241275303
ETH,Athletics,Athletics Men's Marathon,1,0.0,2.0,3.0,3.0,3.0,3.0,3.0,2.7,2.43,2.67635005845325
ETH,Athletics,"Athletics Women's 1,500 metres",1,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.8,1.62,1.7756516383842649
ETH,Athletics,"Athletics Women's 10,000 metres",1,0.0,2.0,0.0,2.0,2.0,1.0,2.0,1.8,1.62,1.6206121247829253
ETH,Athletics,Athletics Women's 20 kilometres Walk,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,1.62,1.2066944745969574
ETH,Athletics,"Athletics Women's 3,000 metres Steeplechase",1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.21445399211749028
ETH,Athletics,"Athletics Women's 5,000 metres",1,0.0,0.0,2.0,3.0,1.0,1.0,3.0,2.7,2.43,2.223509008697957
ETH,Athletics,Athletics Women's 800 metres,1,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.7,2.43,1.8357869136491407
ETH,Athletics,Athletics Women's Marathon,1,0.0,1.0,2.0,2.0,3.0,3.0,2.0,1.8,1.62,1.9579375316841316
ETH,Athletics,"Men's 10,000m",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH,Athletics,Men's 1500m,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6252302977186307
ETH,Athletics,Men's 20km Race Walk,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ETH,Athletics,Men's 3000m Steeplechase,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ETH,Athletics,Men's 5000m,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.937845446577946
ETH,Athletics,Men's Marathon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.937845446577946
ETH,Athletics,"Women's 10,000m",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6252302977186307
ETH,Athletics,Women's 1500m,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6252302977186307
ETH,Athletics,Women's 20km Race Walk,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH,Athletics,Women's 3000m Steeplechase,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ETH,Athletics,Women's 5000m,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6252302977186307
ETH,Athletics,Women's 800m,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6252302977186307
ETH,Athletics,Women's Marathon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.937845446577946
ETH,Boxing,Boxing Men's Bantamweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05254122806878513
ETH,Boxing,Boxing Men's Featherweight,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03677885964814958
ETH,Boxing,Boxing Men's Flyweight,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025745201753704712
ETH,Boxing,Boxing Men's Light-Flyweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05254122806878513
ETH,Boxing,Boxing Men's Light-Middleweight,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025745201753704712
ETH,Boxing,Boxing Men's Lightweight,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03677885964814958
ETH,Cycling,Cycling Men's 100 kilometres Team Time Trial,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH,Cycling,"Cycling Men's Road Race, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ETH,Cycling Road,Women's Road Race,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH,Swimming,Men's 50m Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH,Swimming,Swimming Men's 100 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.81,0.6033472372984787
ETH,Swimming,Swimming Men's 50 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10722699605874514
ETH,Swimming,Swimming Women's 50 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.81,0.7105742333572237
ETH,Swimming,Women's 50m Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31261514885931535
ETH,Taekwondo,Men -58kg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Archery,Archery Men's Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Archery,Archery Men's Team,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Archery,Archery Women's Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Archery,Archery Women's Team,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,"Athletics Men's 1,500 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,"Athletics Men's 10,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 100 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 110 metres Hurdles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 20 kilometres Walk,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 200 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,"Athletics Men's 3,000 metres Steeplechase",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 4 x 100 metres Relay,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 4 x 400 metres Relay,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 400 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 400 metres Hurdles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,"Athletics Men's 5,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 50 kilometres Walk,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's 800 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's Decathlon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's Discus Throw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's Hammer Throw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's High Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's Javelin Throw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's Long Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's Marathon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's Pole Vault,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's Shot Put,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Men's Triple Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,"Athletics Women's 1,500 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's 10 kilometres Walk,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,"Athletics Women's 10,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's 100 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's 100 metres Hurdles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's 200 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,"Athletics Women's 3,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's 4 x 100 metres Relay,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's 4 x 400 metres Relay,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's 400 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's 400 metres Hurdles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's 800 metres,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's Discus Throw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's Heptathlon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's High Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's Javelin Throw,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's Long Jump,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's Marathon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Athletics,Athletics Women's Shot Put,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Badminton,Badminton Men's Singles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Badminton,Badminton Women's Singles,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Basketball,Basketball Men's Basketball,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Basketball,Basketball Women's Basketball,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Bantamweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Featherweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Flyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Light-Flyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Light-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Light-Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Light-Welterweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Super-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Welterweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,"Cycling Men's 1,000 metres Time Trial",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,Cycling Men's 100 kilometres Team Time Trial,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,Cycling Men's Points Race,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,"Cycling Men's Road Race, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,Cycling Men's Sprint,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,"Cycling Women's Road Race, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Cycling,Cycling Women's Sprint,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Diving,Diving Men's Platform,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Diving,Diving Men's Springboard,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Diving,Diving Women's Platform,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Diving,Diving Women's Springboard,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Equestrian,"Equestrian Mixed Dressage, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Equestrian,"Equestrian Mixed Dressage, Team",3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Equestrian,"Equestrian Mixed Jumping, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Equestrian,"Equestrian Mixed Three-Day Event, Individual",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Equestrian,"Equestrian Mixed Three-Day Event, Team",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Fencing,"Fencing Men's Foil, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Fencing,"Fencing Men's Foil, Team",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Fencing,"Fencing Men's Sabre, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Fencing,"Fencing Men's Sabre, Team",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Fencing,"Fencing Men's epee, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Fencing,"Fencing Men's epee, Team",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Fencing,"Fencing Women's Foil, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Fencing,"Fencing Women's Foil, Team",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Men's Floor Exercise,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Men's Horizontal Bar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Men's Horse Vault,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Men's Individual All-Around,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Men's Parallel Bars,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Men's Pommelled Horse,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Men's Rings,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Men's Team All-Around,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Women's Balance Beam,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Women's Floor Exercise,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Women's Horse Vault,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Women's Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Women's Individual All-Around,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Women's Team All-Around,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Gymnastics,Gymnastics Women's Uneven Bars,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Handball,Handball Men's Handball,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Handball,Handball Women's Handball,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Hockey,Hockey Men's Hockey,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Men's Extra-Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Men's Half-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Men's Half-Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Men's Half-Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Men's Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Men's Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Men's Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Women's Half-Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Women's Half-Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Women's Half-Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Women's Heavyweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Women's Lightweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Judo,Judo Women's Middleweight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Modern Pentathlon,Modern Pentathlon Men's Individual,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Modern Pentathlon,Modern Pentathlon Men's Team,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Rowing,Rowing Men's Coxed Eights,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Rowing,Rowing Men's Coxed Fours,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Rowing,Rowing Men's Coxed Pairs,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Rowing,Rowing Men's Coxless Fours,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Rowing,Rowing Men's Coxless Pairs,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Rowing,Rowing Men's Double Sculls,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Rowing,Rowing Men's Quadruple Sculls,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUN,Rowing,Rowing Men's Single Sculls,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
