NOC,Sport,First Year,p_max,a_max,alpha,beta
CUB,Sailing,2000.0,2.25,4.000006449885999,0.8616229664205977,0.2804205674276801
CUB,Shooting,1992.0,1.0,2.359738640104301,0.24999333009127392,0.1025601719438732
CUB,Shooting,1996.0,2.5,6.148283928968198,0.6335226282144665,0.24636507033388
CUB,Shooting,2000.0,2.25,8.388719887335215,0.7103763550910017,0.1560468346016532
CUB,Swimming,1992.0,0.5916733924069749,3.190356047103221,0.11499999999999999,0.020000000000000004
CUB,Swimming,1996.0,1.7312651329156934,7.975890117758052,0.2875,0.05
CUB,Swimming,2000.0,3.6,7.975890117758052,0.2875,0.05
CUB,Table Tennis,1992.0,1.0,1.805559999456289,0.24709782303883274,0.12327736554542097
CUB,Table Tennis,1996.0,2.475,4.513899998640722,0.6177445575970818,0.3081934138635524
CUB,Table Tennis,2000.0,2.025,4.513899998640722,0.6177445575970818,0.3081934138635524
CUB,Volleyball,1992.0,1.9938747031439936,7.210919855717845,0.11132526385901692,0.020000000000000004
CUB,Volleyball,1996.0,5.12193236778827,18.02729963929461,0.2783131596475423,0.05
CUB,Volleyball,2000.0,5.7214285714285715,18.02729963929461,0.2783131596475423,0.05
CUB,Water Polo,1992.0,1.0,2.074673310563725,0.2425476461147647,0.11790235502974661
CUB,Water Polo,1996.0,2.475,5.186683276409313,0.6063691152869117,0.2947558875743665
CUB,Water Polo,2000.0,2.025,5.186683276409313,0.6063691152869117,0.2947558875743665
CUB,Weightlifting,1992.0,1.0552349360674826,1.6,0.4,0.020000000000000004
CUB,Weightlifting,1996.0,2.624278606151836,4.0,1.0,0.05
CUB,Weightlifting,2000.0,2.25,4.0,1.0,0.05
CUB,Wrestling,1992.0,0.9380980797979256,5.962373990815632,0.09599999999999997,0.12775484091872372
CUB,Wrestling,1996.0,2.4807206795453327,14.90593497703908,0.2399999999999999,0.3193871022968093
CUB,Wrestling,2000.0,3.33,14.905934977039076,0.24,0.3193871022968093
CYP,Archery,1992.0,1.0,1.6000025799543995,0.3519828254829731,0.12150565663575108
CYP,Archery,1996.0,2.475,4.000006449885999,0.8799570637074328,0.3037641415893777
CYP,Archery,2000.0,2.025,4.000006449885999,0.8799570637074328,0.3037641415893777
CYP,Athletics,1992.0,0.9295828915757911,3.7204747294709613,0.020000000000000004,0.020000000000000004
CYP,Athletics,1996.0,2.34156150604553,9.301186823677403,0.05,0.05
CYP,Athletics,2000.0,2.25,9.301186823677403,0.05,0.05
CYP,Gymnastics,1992.0,1.0,4.0,0.26531168583222065,0.0454384505492666
CYP,Gymnastics,1996.0,2.475,10.0,0.6632792145805516,0.1135961263731665
CYP,Gymnastics,2000.0,2.025,10.0,0.6632792145805516,0.1135961263731665
CYP,Judo,1992.0,1.0,1.6000025799543995,0.1585343499072427,0.132460005766155
CYP,Judo,1996.0,2.475,4.000006449885999,0.3963358747681067,0.3311500144153875
CYP,Judo,2000.0,2.025,4.000006449885999,0.3963358747681067,0.3311500144153875
CYP,Sailing,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
CYP,Sailing,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
CYP,Sailing,2000.0,2.25,9.301186823677403,0.05,0.05
CYP,Shooting,1992.0,1.0,1.6000025799543995,0.22310585035266373,0.1332673633980672
CYP,Shooting,1996.0,2.5,4.000006449885999,0.5498874105413639,0.3262006864179942
CYP,Shooting,2000.0,2.25,4.000006449885999,0.4789924724787057,0.2634911877234301
CYP,Swimming,1992.0,0.718331566303164,3.7204747294709613,0.020000000000000004,0.020000000000000004
CYP,Swimming,1996.0,1.8662460241821188,9.301186823677403,0.05,0.05
CYP,Swimming,2000.0,2.25,9.301186823677403,0.05,0.05
CYP,Wrestling,1992.0,1.0,1.6000025799543995,0.03757128093694376,0.06446749964410851
CYP,Wrestling,1996.0,2.5,4.046567726709638,0.13012084509697966,0.15525996956803848
CYP,Wrestling,2000.0,2.25,4.465619218122392,0.455854629888562,0.1020809536879431
CZE,Athletics,1992.0,1.1546509844962978,6.662828838778518,0.06892424849590192,0.0724673190860574
CZE,Athletics,1996.0,2.8719647151166696,16.657072096946294,0.17231062123975477,0.1811682977151435
CZE,Athletics,2000.0,2.466,16.657072096946294,0.1723106212397548,0.1811682977151435
CZE,Beach Volleyball,1996.0,0.24999999999999994,0.4000006449885998,0.06811227943759086,0.025828608547972243
CZE,Beach Volleyball,2000.0,2.25,4.000006449885999,0.6811227943759087,0.2582860854797225
CZE,Boxing,1996.0,0.24999999999999994,0.4000006449885998,0.059703439625059314,0.03337339803982237
CZE,Boxing,2000.0,2.25,4.000006449885999,0.5970343962505933,0.3337339803982238
CZE,Canoeing,1992.0,0.8202493744648252,5.2885370234309015,0.06928762568245853,0.022570462082035003
CZE,Canoeing,1996.0,2.1902979346511198,13.221342558577252,0.1732190642061463,0.0564261552050875
CZE,Canoeing,2000.0,3.1026315789473684,13.221342558577252,0.1732190642061463,0.0564261552050875
CZE,Cycling,1996.0,0.24999999999999994,0.4008091611372647,0.04443262475127053,0.0355368416809749
CZE,Cycling,2000.0,2.25,4.008091611372648,0.4443262475127054,0.3553684168097491
CZE,Fencing,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
CZE,Fencing,1996.0,1.429305939900496,9.301186823677403,0.05,0.05
CZE,Fencing,2000.0,1.1694321326458605,9.301186823677403,0.05,0.05
CZE,Gymnastics,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
CZE,Gymnastics,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
CZE,Gymnastics,2000.0,2.25,9.301186823677403,0.05,0.05
CZE,Judo,1996.0,0.24999999999999994,0.4000006449885998,0.030139867954109955,0.021246212556242924
CZE,Judo,2000.0,2.25,4.000006449885999,0.3013986795410996,0.2124621255624293
CZE,Rowing,1992.0,0.4023470845236082,8.004548606134785,0.020000000000000004,0.17914818981189395
CZE,Rowing,1996.0,1.1552809401781183,20.01137151533696,0.05,0.4478704745297349
CZE,Rowing,2000.0,2.25,20.01137151533696,0.05,0.4478704745297349
CZE,Sailing,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
CZE,Sailing,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
CZE,Sailing,2000.0,2.25,9.301186823677403,0.05,0.05
CZE,Shooting,1992.0,0.5536071085955149,3.9674896000023185,0.057999999999999996,0.031903565190515924
CZE,Shooting,1996.0,1.4956159943399085,9.918724000005795,0.145,0.0797589129762898
CZE,Shooting,2000.0,2.25,9.918724000005795,0.145,0.0797589129762898
CZE,Swimming,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
CZE,Swimming,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
CZE,Swimming,2000.0,2.25,9.301186823677403,0.05,0.05
CZE,Table Tennis,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
CZE,Table Tennis,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
CZE,Table Tennis,2000.0,2.25,9.301186823677403,0.05,0.05
CZE,Tennis,1992.0,0.5759303870118633,2.408209787772754,0.2733333333333333,0.020000000000000004
CZE,Tennis,1996.0,1.6458433707766922,6.020524469431884,0.6833333333333332,0.05
CZE,Tennis,2000.0,3.15,6.0205244694318845,0.6833333333333332,0.05
CZE,Weightlifting,1996.0,0.24999999999999994,0.4000006449885998,0.06350870713912128,0.03268929620317285
CZE,Weightlifting,2000.0,2.25,4.000006449885999,0.6350870713912129,0.3268929620317286
CZE,Wrestling,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
CZE,Wrestling,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
CZE,Wrestling,2000.0,2.25,9.301186823677403,0.05,0.05
DEN,Archery,1992.0,1.0,2.4000017199696,0.2736267270172269,0.09921390510742681
DEN,Archery,1996.0,2.475,6.000004299924,0.6840668175430672,0.248034762768567
DEN,Archery,2000.0,2.025,6.000004299924,0.6840668175430672,0.248034762768567
DEN,Athletics,1992.0,0.859165783151582,3.7204747294709613,0.020000000000000004,0.020000000000000004
DEN,Athletics,1996.0,2.1831230120910594,9.301186823677403,0.05,0.05
DEN,Athletics,2000.0,2.25,9.301186823677403,0.05,0.05
DEN,Badminton,1992.0,0.7513374286795196,4.031836739818591,0.06749999999999996,0.03487945648814488
DEN,Badminton,1996.0,1.940509214528919,10.079591849546476,0.16874999999999993,0.08719864122036218
DEN,Badminton,2000.0,2.25,10.079591849546476,0.16875,0.0871986412203621
DEN,Boxing,1992.0,1.3,2.8000012899771995,0.309132364573129,0.11606628952050364
DEN,Boxing,1996.0,3.1750000000000003,6.700003547437299,0.7452445915657028,0.2972574479478274
DEN,Boxing,2000.0,2.25,4.000006449885999,0.4969677127616256,0.3610829652669416
DEN,Canoeing,1992.0,1.3154994698909492,3.7204747294709613,0.020000000000000004,0.020000000000000004
DEN,Canoeing,1996.0,3.2098738072546356,9.301186823677403,0.05,0.05
DEN,Canoeing,2000.0,2.25,9.301186823677403,0.05,0.05
DEN,Cycling,1992.0,1.429038257650365,2.6602386547126806,0.02181583400460424,0.09798874209895789
DEN,Cycling,1996.0,3.5107906251678664,6.650596636781701,0.0545395850115106,0.24497185524739468
DEN,Cycling,2000.0,2.659090909090909,6.6505966367817,0.0545395850115106,0.2449718552473947
DEN,Equestrian,1992.0,0.9615906681322497,3.7204747294709613,0.020000000000000004,0.020000000000000004
DEN,Equestrian,1996.0,2.4135790032975617,9.301186823677403,0.05,0.05
DEN,Equestrian,2000.0,2.25,9.301186823677403,0.05,0.05
DEN,Fencing,1996.0,0.24999999999999994,0.4000006449885998,0.06806871388435161,0.031795014444455455
DEN,Fencing,2000.0,2.25,4.000006449885999,0.6806871388435162,0.3179501444445546
DEN,Football,1992.0,0.9702629348907694,1.9200022359604803,0.20281666875802384,0.10362558748912083
DEN,Football,1996.0,2.433091603504231,4.808450637980933,0.5046807545668516,0.2573880757440255
DEN,Football,2000.0,2.25,4.884456070698516,0.4834324986129795,0.2423050389350361
DEN,Handball,1996.0,1.1499999999999997,0.4789269759406024,0.04594770534981736,0.027471237079090476
DEN,Handball,2000.0,10.35,4.789269759406025,0.4594770534981737,0.2747123707909048
DEN,Rowing,1992.0,0.9674997961119035,3.7204747294709613,0.020000000000000004,0.020000000000000004
DEN,Rowing,1996.0,2.7518745412517824,9.301186823677403,0.05,0.05
DEN,Rowing,2000.0,5.175,9.301186823677403,0.05,0.05
DEN,Sailing,1992.0,1.7721871686818433,3.7204747294709613,0.020000000000000004,0.020000000000000004
DEN,Sailing,1996.0,4.337421129534147,9.301186823677403,0.05,0.05
DEN,Sailing,2000.0,3.15,9.301186823677403,0.05,0.05
DEN,Shooting,1992.0,0.9396424784935349,3.7204747294709613,0.020000000000000004,0.020000000000000004
DEN,Shooting,1996.0,2.3641955766104537,9.301186823677403,0.05,0.05
DEN,Shooting,2000.0,2.25,9.301186823677403,0.05,0.05
DEN,Swimming,1992.0,0.9727417644809514,2.6602386547126806,0.027769852204140202,0.07177882416263845
DEN,Swimming,1996.0,2.4386689700821407,6.650596636781701,0.0694246305103505,0.17944706040659608
DEN,Swimming,2000.0,2.25,6.650596636781701,0.0694246305103505,0.1794470604065961
DEN,Tennis,1992.0,0.5774973494547457,3.7204747294709613,0.020000000000000004,0.020000000000000004
DEN,Tennis,1996.0,1.549369036273178,9.301186823677403,0.05,0.05
DEN,Tennis,2000.0,2.25,9.301186823677403,0.05,0.05
DEN,Weightlifting,1992.0,1.0,1.6000025799543995,0.19967197588698485,0.06296743756619592
DEN,Weightlifting,1996.0,2.475,4.000006449885999,0.4991799397174621,0.1574185939154898
DEN,Weightlifting,2000.0,2.025,4.000006449885999,0.4991799397174621,0.1574185939154898
DJI,Athletics,1992.0,0.9154994698909493,3.7204747294709613,0.020000000000000004,0.020000000000000004
DJI,Athletics,1996.0,2.3098738072546356,9.301186823677403,0.05,0.05
DJI,Athletics,2000.0,2.25,9.301186823677403,0.05,0.05
DJI,Judo,1992.0,1.0,1.6438489004875785,0.19120754204258494,0.10043436153204313
DJI,Judo,1996.0,2.475,4.109622251218946,0.4780188551064623,0.2510859038301078
DJI,Judo,2000.0,2.025,4.109622251218946,0.4780188551064623,0.2510859038301078
DJI,Sailing,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
DJI,Sailing,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
DJI,Sailing,2000.0,2.25,9.301186823677403,0.05,0.05
DMA,Athletics,1996.0,0.24999999999999994,0.4000006449885998,0.03033210490532329,0.030185986272507764
DMA,Athletics,2000.0,2.25,4.000006449885999,0.303321049053233,0.3018598627250777
DMA,Swimming,1996.0,0.24999999999999994,0.4000006449885998,0.024069349646559053,0.031090277106560715
DMA,Swimming,2000.0,2.25,4.000006449885999,0.2406934964655906,0.3109027710656072
DOM,Athletics,1996.0,0.24999999999999994,0.4000006449885998,0.025151426419683192,0.033789174947098766
DOM,Athletics,2000.0,2.25,4.000006449885999,0.251514264196832,0.3378917494709877
DOM,Baseball,1992.0,1.0,2.0748748440090554,0.15558436972939169,0.11019014406865493
DOM,Baseball,1996.0,2.475,5.187187110022639,0.3889609243234792,0.2754753601716373
DOM,Baseball,2000.0,2.025,5.187187110022639,0.3889609243234792,0.2754753601716373
DOM,Boxing,1992.0,1.0,1.6000025799543995,0.19593402994688897,0.11611629358536729
DOM,Boxing,1996.0,2.5,4.000006449885999,0.49031783006636387,0.289519469251704
DOM,Boxing,2000.0,2.25,4.000006449885999,0.4946626268586374,0.2825780868462765
DOM,Judo,1992.0,1.0,1.6000025799543995,0.2258144168922944,0.0743537893493184
DOM,Judo,1996.0,2.5,4.000006449885999,0.5536944506750394,0.20553615869371292
DOM,Judo,2000.0,2.25,4.000006449885999,0.4561201266737707,0.3824013265774651
DOM,Table Tennis,1996.0,0.24999999999999994,0.4000006449885998,0.07609111936973689,0.021281208239384165
DOM,Table Tennis,2000.0,2.25,4.000006449885999,0.760911193697369,0.2128120823938417
DOM,Tennis,1996.0,0.24999999999999994,0.4626438427522389,0.0945805777683866,0.020443496593334397
DOM,Tennis,2000.0,2.25,4.62643842752239,0.9458057776838662,0.204434965933344
DOM,Weightlifting,1992.0,1.0,1.6000025799543995,0.22129553661066953,0.1409690887623778
DOM,Weightlifting,1996.0,2.5,4.000006449885999,0.554232225511708,0.33766749772578136
DOM,Weightlifting,2000.0,2.25,4.000006449885999,0.5631726813770165,0.2048704801043133
DOM,Wrestling,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
DOM,Wrestling,1996.0,1.429305939900496,9.301186823677403,0.05,0.05
DOM,Wrestling,2000.0,1.1694321326458605,9.301186823677403,0.05,0.05
ECU,Athletics,1992.0,0.961223199554358,2.8226883703928616,0.21000000000000002,0.020000000000000004
ECU,Athletics,1996.0,2.4127521989973055,7.0567209259821535,0.525,0.05
ECU,Athletics,2000.0,2.25,7.0567209259821535,0.525,0.05
ECU,Boxing,1996.0,0.24999999999999994,0.4000006449885998,0.03446756960495302,0.034816874454712404
ECU,Boxing,2000.0,2.25,4.000006449885999,0.3446756960495303,0.3481687445471241
ECU,Cycling,1992.0,1.0,1.7370179185730317,0.11442703148001093,0.03083994101791232
ECU,Cycling,1996.0,2.5,4.345082846202643,0.33633282024490985,0.09767481913316625
ECU,Cycling,2000.0,2.25,4.36792529413322,0.7887199941488525,0.2828495184286353
ECU,Judo,1992.0,1.0,1.8958974158889619,0.36336403556357266,0.07666320391895189
ECU,Judo,1996.0,2.475,4.739743539722404,0.9084100889089315,0.1916580097973797
ECU,Judo,2000.0,2.025,4.739743539722404,0.9084100889089316,0.1916580097973797
ECU,Sailing,1996.0,0.24999999999999994,0.4000006449885998,0.032934397023853194,0.009350253737479648
ECU,Sailing,2000.0,2.25,4.000006449885999,0.329343970238532,0.0935025373747965
ECU,Shooting,1992.0,1.0,1.6000025799543995,0.10944799133656585,0.08608642389464481
ECU,Shooting,1996.0,2.5,4.000006449885999,0.33100717319263007,0.23927448809134513
ECU,Shooting,2000.0,2.25,4.000006449885999,0.8474919268535692,0.4558003432839433
ECU,Swimming,1992.0,1.0,1.6000025799543995,0.21278288562814685,0.16714158046024824
ECU,Swimming,1996.0,2.5,4.020448705367446,0.5202588883824565,0.4097032594617795
ECU,Swimming,2000.0,2.25,4.204429004700475,0.4149739571912614,0.3363470342622098
ECU,Table Tennis,1992.0,1.0,1.6000025799543995,0.27728209396749903,0.08577177466343724
ECU,Table Tennis,1996.0,2.475,4.000006449885999,0.6932052349187474,0.2144294366585931
ECU,Table Tennis,2000.0,2.025,4.000006449885999,0.6932052349187475,0.2144294366585931
ECU,Tennis,1996.0,0.24999999999999994,0.42590979405776946,0.04175223410701251,0.020407524049855075
ECU,Tennis,2000.0,2.25,4.259097940577695,0.4175223410701252,0.2040752404985508
EGY,Boxing,1992.0,1.0,3.2000008599848004,0.24530786514387165,0.08160676156166492
EGY,Boxing,1996.0,2.5,7.9000022574601,0.6135812736896042,0.2090322016028689
EGY,Boxing,2000.0,2.25,7.000003224943,0.6163857711589305,0.2541698808912283
EGY,Equestrian,1992.0,1.0,1.6000025799543995,0.09528269513405485,0.14720186387326759
EGY,Equestrian,1996.0,2.475,4.000006449885999,0.2382067378351371,0.3680046596831689
EGY,Equestrian,2000.0,2.025,4.000006449885999,0.2382067378351371,0.3680046596831689
EGY,Fencing,1992.0,1.0,1.6000025799543995,0.24407543558117628,0.14070204685650992
EGY,Fencing,1996.0,2.475,4.000006449885999,0.6101885889529407,0.3517551171412748
EGY,Fencing,2000.0,2.025,4.000006449885999,0.6101885889529407,0.3517551171412748
EGY,Football,1992.0,1.0,1.9091477084145205,0.2223277639000365,0.11027455913007672
EGY,Football,1996.0,2.475,4.772869271036301,0.5558194097500913,0.2756863978251918
EGY,Football,2000.0,2.025,4.772869271036301,0.5558194097500913,0.2756863978251918
EGY,Handball,1992.0,1.0,1.6000025799543995,0.028285080982306882,0.1328984573622119
EGY,Handball,1996.0,2.5,4.000006449885999,0.0707127024557672,0.3322461434055297
EGY,Handball,2000.0,2.25,4.000006449885999,0.0707127024557672,0.3322461434055297
EGY,Hockey,1992.0,1.0,1.6560236313837,0.24390313658493132,0.10648341895510245
EGY,Hockey,1996.0,2.475,4.14005907845925,0.6097578414623283,0.2662085473877561
EGY,Hockey,2000.0,2.025,4.14005907845925,0.6097578414623283,0.2662085473877561
EGY,Judo,1992.0,0.859165783151582,3.7204747294709613,0.020000000000000004,0.020000000000000004
EGY,Judo,1996.0,2.1831230120910594,9.301186823677403,0.05,0.05
EGY,Judo,2000.0,2.25,9.301186823677403,0.05,0.05
EGY,Modern Pentathlon,1992.0,1.0,2.589347417077457,0.24006141450730425,0.10292426013275645
EGY,Modern Pentathlon,1996.0,2.475,6.473368542693642,0.6001535362682606,0.2573106503318911
EGY,Modern Pentathlon,2000.0,2.025,6.473368542693642,0.6001535362682606,0.2573106503318911
EGY,Rowing,1996.0,0.24999999999999994,0.4000006449885998,0.022026694087167346,0.022097290583363943
EGY,Rowing,2000.0,2.25,4.000006449885999,0.2202669408716735,0.2209729058336395
EGY,Shooting,1992.0,1.0,1.6263600810894276,0.21606293785623115,0.13533064468369158
EGY,Shooting,1996.0,2.5,4.114702783894418,0.5636711036263928,0.32499542287960453
EGY,Shooting,2000.0,2.25,4.55392601443206,0.7752949344987283,0.2050147234129853
EGY,Swimming,1992.0,0.7887486747273731,3.7204747294709613,0.020000000000000004,0.020000000000000004
EGY,Swimming,1996.0,2.0246845181365893,9.301186823677403,0.05,0.05
EGY,Swimming,2000.0,2.25,9.301186823677403,0.05,0.05
EGY,Table Tennis,1992.0,1.0,1.6000025799543995,0.33633771138795665,0.1424922267325692
EGY,Table Tennis,1996.0,2.475,4.000006449885999,0.8408442784698915,0.356230566831423
EGY,Table Tennis,2000.0,2.025,4.000006449885999,0.8408442784698915,0.356230566831423
EGY,Weightlifting,1992.0,1.0,1.6656945127951293,0.2386693178641653,0.1107721740593002
EGY,Weightlifting,1996.0,2.5,4.14781329877764,0.5913076962601862,0.2947557031441323
EGY,Weightlifting,2000.0,2.25,4.000006449885999,0.5430173106581431,0.4551831151070686
EGY,Wrestling,1992.0,0.859165783151582,3.7204747294709613,0.020000000000000004,0.020000000000000004
EGY,Wrestling,1996.0,2.126435313300165,9.301186823677403,0.05,0.05
EGY,Wrestling,2000.0,1.7398107108819536,9.301186823677403,0.05,0.05
ESA,Athletics,1992.0,1.0,1.6000025799543995,0.3125809536855654,0.16212922244766553
ESA,Athletics,1996.0,2.5,4.064652305743726,0.7646439385880832,0.39535120536819784
ESA,Athletics,2000.0,2.25,4.646465008463268,0.6133679279556111,0.3056045486095043
ESA,Cycling,1996.0,0.24999999999999994,0.4797937574956215,0.032073554163506504,0.015271326997443845
ESA,Cycling,2000.0,2.25,4.797937574956216,0.3207355416350651,0.1527132699744385
ESA,Judo,1992.0,0.5774973494547458,3.7204747294709613,0.020000000000000004,0.020000000000000004
ESA,Judo,1996.0,1.5493690362731782,9.301186823677403,0.05,0.05
ESA,Judo,2000.0,2.25,9.301186823677403,0.05,0.05
ESA,Swimming,1992.0,1.0,1.6000025799543995,0.25413519590346384,0.09742648551759721
ESA,Swimming,1996.0,2.5,4.228896567712838,0.6153941444532451,0.23676356131436666
ESA,Swimming,2000.0,2.25,6.288907628154397,0.4358995367045151,0.1755396889977294
ESA,Weightlifting,1996.0,0.24999999999999994,0.4000006449885998,0.018054369738189954,0.013246012881387367
ESA,Weightlifting,2000.0,2.25,4.000006449885999,0.1805436973818996,0.1324601288138737
ESP,Archery,1992.0,2.4824996213506783,3.7204747294709613,0.020000000000000004,0.020000000000000004
ESP,Archery,1996.0,6.144186562842928,9.301186823677403,0.05,0.05
ESP,Archery,2000.0,5.027061733235123,9.301186823677403,0.05,0.05
ESP,Athletics,1992.0,0.8740543958894664,4.836128387408715,0.020000000000000004,0.04897050695154096
ESP,Athletics,1996.0,2.2234405725694812,12.090320968521787,0.05,0.1224262673788524
ESP,Athletics,2000.0,2.3113636363636365,12.090320968521787,0.05,0.1224262673788524
ESP,Badminton,1992.0,1.0,1.6000025799543995,0.18542169677102616,0.08676096616279864
ESP,Badminton,1996.0,2.475,4.000006449885999,0.4635542419275654,0.2169024154069966
ESP,Badminton,2000.0,2.025,4.000006449885999,0.4635542419275654,0.2169024154069966
ESP,Baseball,1992.0,1.0,1.8952338503933337,0.20728313881402444,0.11029770289045858
ESP,Baseball,1996.0,2.475,4.738084625983334,0.5182078470350611,0.2757442572261464
ESP,Baseball,2000.0,2.025,4.738084625983334,0.5182078470350611,0.2757442572261464
ESP,Basketball,1992.0,1.0,1.8339471583275673,0.2587340269035882,0.1072697925408984
ESP,Basketball,1996.0,2.475,4.584867895818918,0.6468350672589704,0.268174481352246
ESP,Basketball,2000.0,2.025,4.584867895818918,0.6468350672589704,0.268174481352246
ESP,Beach Volleyball,1996.0,0.24999999999999994,0.4000006449885998,0.036965614077805575,0.024006966796759416
ESP,Beach Volleyball,2000.0,2.25,4.000006449885999,0.3696561407780558,0.2400696679675942
ESP,Boxing,1992.0,1.2165846129024547,1.9041546338473,0.4,0.020000000000000004
ESP,Boxing,1996.0,3.0110469169335747,4.76038658461825,1.0,0.05
ESP,Boxing,2000.0,2.4635838411274706,4.76038658461825,1.0,0.05
ESP,Canoeing,1992.0,0.859165783151582,3.7204747294709613,0.020000000000000004,0.020000000000000004
ESP,Canoeing,1996.0,2.1831230120910594,9.301186823677403,0.05,0.05
ESP,Canoeing,2000.0,2.25,9.301186823677403,0.05,0.05
ESP,Cycling,1992.0,1.1530552610505274,3.7204747294709613,0.020000000000000004,0.020000000000000004
ESP,Cycling,1996.0,2.905243902581078,9.301186823677403,0.05,0.05
ESP,Cycling,2000.0,2.7978260869565217,9.301186823677403,0.05,0.05
ESP,Diving,1992.0,0.718331566303164,3.7204747294709613,0.020000000000000004,0.020000000000000004
ESP,Diving,1996.0,1.8662460241821188,9.301186823677403,0.05,0.05
ESP,Diving,2000.0,2.25,9.301186823677403,0.05,0.05
ESP,Equestrian,1992.0,0.9254407087273082,3.7204747294709613,0.020000000000000004,0.020000000000000004
ESP,Equestrian,1996.0,2.3322415946364434,9.301186823677403,0.05,0.05
ESP,Equestrian,2000.0,2.25,9.301186823677403,0.05,0.05
ESP,Fencing,1992.0,0.9436663132606328,2.6602386547126806,0.0242316893980112,0.049390868450831286
ESP,Fencing,1996.0,2.3732492048364238,6.650596636781701,0.06057922349502799,0.1234771711270782
ESP,Fencing,2000.0,2.25,6.650596636781701,0.060579223495028,0.1234771711270782
ESP,Football,1992.0,4.6000000000000005,2.2000019349657998,0.24359032317281418,0.099500715876309
ESP,Football,1996.0,10.6,5.4347262415892095,0.6023826605863518,0.24667568237705154
ESP,Football,2000.0,2.25,4.847218879161595,0.5430443344751986,0.2279907165535628
ESP,Gymnastics,1992.0,1.0384615384615385,1.7513070974418388,0.2297514009267447,0.10529421836153936
ESP,Gymnastics,1996.0,2.6865384615384618,4.380341312036948,0.5663017499728566,0.2615706877613409
ESP,Gymnastics,2000.0,3.15,4.399003427928109,0.4936109788768106,0.2465869644787733
ESP,Handball,1992.0,0.960660046825352,1.8534626248651502,0.3378951836108659,0.034760497000456685
ESP,Handball,1996.0,2.711485105357042,4.633656562162876,0.8447379590271646,0.0869012425011417
ESP,Handball,2000.0,4.95,4.633656562162876,0.8447379590271646,0.0869012425011417
ESP,Hockey,1992.0,2.3002003510608455,1.600001214096188,0.22484352754663176,0.06020224686764189
ESP,Hockey,1996.0,5.658784123220236,4.00000303524047,0.5621088188665794,0.1505056171691047
ESP,Hockey,2000.0,4.35,4.00000303524047,0.5621088188665794,0.1505056171691047
ESP,Judo,1992.0,1.1087740425408614,3.7910939977922737,0.17200000000000001,0.061973855268845926
ESP,Judo,1996.0,2.8197415957169376,9.477734994480684,0.43,0.1549346381721148
ESP,Judo,2000.0,2.9250000000000003,9.477734994480684,0.43,0.1549346381721148
ESP,Modern Pentathlon,1992.0,1.0,2.5861076752172316,0.2620034299046885,0.07436922789561193
ESP,Modern Pentathlon,1996.0,2.475,6.465269188043078,0.6550085747617213,0.18592306973902978
ESP,Modern Pentathlon,2000.0,2.025,6.465269188043078,0.6550085747617213,0.1859230697390298
ESP,Rowing,1992.0,0.9807953340661248,3.7204747294709613,0.020000000000000004,0.020000000000000004
ESP,Rowing,1996.0,2.456789501648781,9.301186823677403,0.05,0.05
ESP,Rowing,2000.0,2.25,9.301186823677403,0.05,0.05
ESP,Sailing,1992.0,1.7524806844680119,6.812745738217027,0.11594949899726797,0.12493463817211481
ESP,Sailing,1996.0,4.373081540053026,17.031864345542566,0.2898737474931699,0.312336595430287
ESP,Sailing,2000.0,3.87,17.031864345542566,0.2898737474931699,0.3123365954302871
ESP,Shooting,1992.0,0.9265212781660428,3.296380299567649,0.02105299927179656,0.038324950176620125
ESP,Shooting,1996.0,2.334672875873596,8.240950748919122,0.0526324981794914,0.0958123754415503
ESP,Shooting,2000.0,2.25,8.240950748919122,0.0526324981794914,0.0958123754415503
ESP,Swimming,1992.0,0.8583131521607371,4.026895527092474,0.019999999999999962,0.0349906625960164
ESP,Swimming,1996.0,2.181204592361658,10.067238817731186,0.049999999999999906,0.087476656490041
ESP,Swimming,2000.0,2.25,10.067238817731186,0.05,0.087476656490041
ESP,Synchronized Swimming,1992.0,1.0,1.9653315915393776,0.18659290685142782,0.0665271479856864
ESP,Synchronized Swimming,1996.0,2.475,4.913328978848444,0.4664822671285695,0.166317869964216
ESP,Synchronized Swimming,2000.0,2.025,4.913328978848444,0.4664822671285695,0.166317869964216
