NOC,Sport,Event,Gold,Silver,Bronze,NoMedal
BRA,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.5528109336122029
BUL,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.176697558688832
CAN,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3761133749233709
CHN,Boxing,Boxing Men's Light-Heavyweight,0.0,0.613032346471458,0.0,0.0
CMR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3761133749233709
COL,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3606072626302694
CPV,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.2524250838411886
CRO,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3761133749233709
CUB,Boxing,Boxing Men's Light-Heavyweight,0.0,0.5528109336122029,0.0,0.0
CZE,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.176697558688832
DOM,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.1236882910821823
EGY,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.7367206375536404
EUN,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.0
FRA,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3003858497710144
GAB,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.2524250838411886
GBR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.5373048213191014
GER,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.1236882910821823,0.0
GHA,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.5373048213191014
GRE,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.2524250838411886
GUY,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.1236882910821823
HAI,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3606072626302694
HUN,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3606072626302694
IND,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.7367206375536404
IRI,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.4842955537124517
IRL,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3606072626302694
ISV,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3606072626302694
ITA,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.5528109336122029
KAZ,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.9134181962424724,0.0
KEN,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.6609931124012838
KGZ,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.176697558688832
KOR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.5528109336122029,0.0
LTU,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3606072626302694
MAR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.176697558688832
MEX,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3761133749233709
MGL,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.0
NGR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.78972990516029
NZL,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.2524250838411886
PAK,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.0
POL,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.2524250838411886
PRK,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.0
PUR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.4842955537124517
ROU,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.176697558688832
RSA,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3003858497710144
RUS,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.9134181962424724
SAM,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.4842955537124517
SEN,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.176697558688832
SEY,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.0
SLE,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.1236882910821823
SWE,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.4842955537124517
SYR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3003858497710144
TAN,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.0
TJK,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3606072626302694
TKM,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.2524250838411886
TUN,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.3606072626302694
TUR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.7367206375536404
UKR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.3003858497710144,0.0,0.0
USA,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.4909667880711117
UZB,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.9134181962424724
VEN,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.613032346471458
ALG,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3761133749233709
ARG,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.176697558688832
ARM,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3606072626302694
AUS,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.9134181962424724
BAR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
BEL,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
BLR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.1236882910821823
BRA,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.9134181962424724
BUL,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3761133749233709
CAN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3003858497710144
CHN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
CMR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3606072626302694
COL,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.1236882910821823
CUB,Boxing,Boxing Men's Light-Welterweight,0.0,0.78972990516029,0.0,0.0
CZE,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.176697558688832
DOM,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.613032346471458
EGY,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.176697558688832
ESP,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
EUN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
FIN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
FRA,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.6609931124012838
GBR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3606072626302694
GEO,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.1236882910821823
GER,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.3003858497710144,0.0
GHA,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.5373048213191014
GRE,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.2524250838411886
GUI,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.1236882910821823
GUY,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
HUN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3606072626302694
IND,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.2524250838411886
IRI,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.4842955537124517
IRL,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.4842955537124517
ISV,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.1236882910821823
ITA,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.4291226425300205
JPN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.4842955537124517
KAZ,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.7367206375536404,0.0
KEN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3003858497710144
KOR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.3003858497710144,0.0
LAO,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
LTU,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3606072626302694
MAR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.613032346471458
MEX,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3761133749233709
MGL,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3606072626302694
MRI,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3606072626302694
NGR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.176697558688832
NZL,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
PAK,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.5528109336122029
PHI,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3003858497710144
PNG,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.1236882910821823
POL,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3003858497710144
PUR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.6609931124012838
ROU,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.2524250838411886
RUS,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.9134181962424724
SEY,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3761133749233709
SWE,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.2524250838411886
TAN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.1236882910821823
THA,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.4291226425300205,0.0
TUN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.9134181962424724
TUR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.3761133749233709
UGA,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.0
UKR,Boxing,Boxing Men's Light-Welterweight,0.0,0.176697558688832,0.0,0.0
USA,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.8515740507013811
UZB,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.4291226425300205
VEN,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.613032346471458
ZAM,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.4842955537124517
ALG,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.4842955537124517
ARG,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
ARM,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.6609931124012838
AUS,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.3407738631856046
AZE,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.4291226425300205
BLR,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
BOT,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.176697558688832
BRA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.7367206375536404
BUL,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.2524250838411886
BUR,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
CAN,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
CHN,Boxing,Boxing Men's Lightweight,0.0,0.613032346471458,0.0,0.0
COL,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.78972990516029
CUB,Boxing,Boxing Men's Lightweight,0.0,0.5373048213191014,0.0,0.0
CZE,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
DOM,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.3761133749233709
EGY,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
ESP,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
ETH,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.176697558688832
EUN,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
FRA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.5373048213191014
GAB,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
GBR,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.2524250838411886
GEO,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
GER,Boxing,Boxing Men's Lightweight,0.0,0.0,0.176697558688832,0.0
GHA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.176697558688832
GRE,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.4291226425300205
GUA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
HUN,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.613032346471458
IOA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.176697558688832
IRI,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.2524250838411886
ISV,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
ITA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.3761133749233709
JAM,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
JPN,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
KAZ,Boxing,Boxing Men's Lightweight,0.0,0.0,0.78972990516029,0.0
KEN,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
KGZ,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.6609931124012838
KOR,Boxing,Boxing Men's Lightweight,0.0,0.0,0.3761133749233709,0.0
MAD,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.3606072626302694
MAR,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.2524250838411886
MDA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
MEX,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.6609931124012838
MGL,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.3761133749233709
MRI,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.4291226425300205
NAM,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.3606072626302694
NGR,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.613032346471458
PAK,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.176697558688832
PHI,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.3003858497710144
PNG,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
POL,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
PRK,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.4842955537124517
PUR,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.613032346471458
ROU,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.6609931124012838
RSA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.3761133749233709
RUS,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.78972990516029
TAN,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.0
THA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.4842955537124517,0.0
TUN,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.78972990516029
TUR,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.9134181962424724
UGA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.3761133749233709
UKR,Boxing,Boxing Men's Lightweight,0.0,0.78972990516029,0.0,0.0
USA,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.8515740507013811
UZB,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
VEN,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.176697558688832
ZAM,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1236882910821823
ALG,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.5528109336122029
ARG,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.5373048213191014
ARM,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3606072626302694
AUS,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.701381125815874
AZE,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.4291226425300205
BAR,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
BRA,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.5528109336122029
BUL,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
CAN,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.5528109336122029
CHI,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
CHN,Boxing,Boxing Men's Middleweight,0.0,0.9134181962424724,0.0,0.0
CMR,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3761133749233709
COD,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3606072626302694
CUB,Boxing,Boxing Men's Middleweight,0.0,0.78972990516029,0.0,0.0
CZE,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
DEN,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
DOM,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.78972990516029
ECU,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3606072626302694
EGY,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.6609931124012838
EUN,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
FRA,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.4842955537124517
GAM,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3606072626302694
GBR,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3606072626302694
GEO,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
GER,Boxing,Boxing Men's Middleweight,0.0,0.0,0.613032346471458,0.0
GHA,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3606072626302694
GRE,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.4291226425300205
HUN,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3761133749233709
INA,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
IND,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.5373048213191014
IRI,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
IRL,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.7367206375536404
ISV,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
ITA,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.176697558688832
JAM,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
JPN,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
KAZ,Boxing,Boxing Men's Middleweight,0.0,0.0,0.613032346471458,0.0
KEN,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.176697558688832
KGZ,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.176697558688832
KOR,Boxing,Boxing Men's Middleweight,0.0,0.0,0.6609931124012838,0.0
MAR,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.4842955537124517
MEX,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3761133749233709
MGL,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
NAM,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
NED,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
NGR,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.176697558688832
PAK,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.2524250838411886
PHI,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.2524250838411886
POL,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3003858497710144
PUR,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
ROU,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.4291226425300205
RSA,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.2524250838411886
RUS,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.6609931124012838
SAM,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
SWE,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3606072626302694
SWZ,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.1236882910821823
TAN,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
TCH,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
THA,Boxing,Boxing Men's Middleweight,0.0,0.0,0.78972990516029,0.0
TUN,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.2524250838411886
TUR,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.5528109336122029
UGA,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.2524250838411886
UKR,Boxing,Boxing Men's Middleweight,0.0,0.78972990516029,0.0,0.0
URU,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0
USA,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.8515740507013811
UZB,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.9134181962424724
VEN,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.3606072626302694
ALG,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.3606072626302694
AUS,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.3606072626302694
AZE,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.1236882910821823
BLR,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.3761133749233709
BUL,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.613032346471458
CAN,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.3003858497710144
CHN,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.0
CMR,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.2524250838411886
COL,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.3606072626302694
CRO,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.3606072626302694
CUB,Boxing,Boxing Men's Super-Heavyweight,0.0,0.7367206375536404,0.0,0.0
CZE,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.1236882910821823
DEN,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.0
EGY,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.5528109336122029
EUN,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.0
FRA,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.1236882910821823
GBR,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.5373048213191014
GER,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.5528109336122029,0.0
HUN,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.0
IRI,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.1236882910821823
IRL,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.0
ITA,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.3761133749233709
KAZ,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.6609931124012838,0.0
KEN,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.0
KOR,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.0
LTU,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.2524250838411886
MAR,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.3606072626302694
MRI,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.176697558688832
NED,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.0
NGR,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.9134181962424724
NZL,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.176697558688832
PAK,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.1236882910821823
POL,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.176697558688832
PUR,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.2524250838411886
ROU,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.176697558688832
RUS,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.7367206375536404
SWE,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.1236882910821823
TCH,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.0
TGA,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.3761133749233709
UKR,Boxing,Boxing Men's Super-Heavyweight,0.0,0.6609931124012838,0.0,0.0
USA,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.4909667880711117
UZB,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.176697558688832
VEN,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.4842955537124517
ALG,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.2524250838411886
ARG,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.1236882910821823
AUS,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.3407738631856046
AUT,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.3761133749233709
BEL,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.2524250838411886
BRA,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.5373048213191014
CAN,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.2524250838411886
CHN,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.7367206375536404
CUB,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.1236882910821823
EGY,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.6815477263712092
ESP,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.4842955537124517
EUN,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.0
FRA,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,1.1056218672244058
GBR,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.4291226425300205
GER,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,1.5899174209368574
HKG,Fencing,"Fencing Men's Foil, Individual",0.0,0.0,0.0,0.2524250838411886
