NOC,Sport,Event,Gold,Silver,Bronze,NoMedal
CHN,Swimming,Men's 1500m Freestyle,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Men's 200m Backstroke,0.0,0.0,0.0,0.0
CHN,Swimming,Men's 200m Breaststroke,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Men's 200m Butterfly,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Men's 200m Freestyle,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Men's 200m Individual Medley,0.0,0.0,0.0,0.0
CHN,Swimming,Men's 4 x 100m Freestyle Relay,0.0,0.0,0.0,0.0
CHN,Swimming,Men's 4 x 100m Medley Relay,0.0,0.0,0.0,0.0
CHN,Swimming,Men's 4 x 100m Medley Relay Team,0.0,0.0,0.0,0.0
CHN,Swimming,Men's 4 x 200m Freestyle Relay,0.0,0.0,0.0,0.0
CHN,Swimming,Men's 4 x 200m Freestyle Relay Team,0.0,0.0,0.0,0.0
CHN,Swimming,Men's 400m Freestyle,0.0,0.0,0.0,0.6252302977186307
CHN,Swimming,Men's 400m Individual Medley,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Men's 50m Freestyle,0.0,0.0,0.0,0.0
CHN,Swimming,Men's 800m Freestyle,0.0,0.0,0.0,0.6252302977186307
CHN,Swimming,Mixed 4 x 100m Medley Relay,0.0,0.0,0.0,0.0
CHN,Swimming,Mixed 4 x 100m Medley Relay Team,0.0,0.0,0.0,0.0
CHN,Swimming,Relay Only Athlete,0.0,0.0,0.0,0.0
CHN,Swimming,"Swimming Men's 1,500 metres Freestyle",0.0,0.0,0.0,0.8749532183152801
CHN,Swimming,Swimming Men's 10 kilometres Open Water,0.0,0.0,0.0,0.6033472372984787
CHN,Swimming,Swimming Men's 100 metres Backstroke,0.0,0.0,0.0,1.5587314253574234
CHN,Swimming,Swimming Men's 100 metres Breaststroke,0.0,0.0,0.0,1.5040456573674634
CHN,Swimming,Swimming Men's 100 metres Butterfly,0.0,0.0,0.0,1.5040456573674634
CHN,Swimming,Swimming Men's 100 metres Freestyle,0.0,0.0,0.0,1.3225103530400075
CHN,Swimming,Swimming Men's 200 metres Backstroke,0.0,0.0,0.0,1.0454548647482906
CHN,Swimming,Swimming Men's 200 metres Breaststroke,0.0,0.0,0.0,1.5040456573674634
CHN,Swimming,Swimming Men's 200 metres Butterfly,0.0,0.0,0.0,1.3335440109344527
CHN,Swimming,Swimming Men's 200 metres Freestyle,0.0,0.0,0.0,0.9829308033464365
CHN,Swimming,Swimming Men's 200 metres Individual Medley,0.0,0.0,0.0,0.965023895004626
CHN,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0.0,0.0,0.0,0.6511484381726844
CHN,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0.0,0.0,0.0,0.810627743379639
CHN,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0.0,0.0,0.0,0.23482712136865186
CHN,Swimming,Swimming Men's 400 metres Freestyle,0.0,0.0,0.0,0.8749532183152801
CHN,Swimming,Swimming Men's 400 metres Individual Medley,0.0,0.0,0.0,1.1465591993320816
CHN,Swimming,Swimming Men's 50 metres Freestyle,0.0,0.0,0.0,1.467266797719314
CHN,Swimming,Swimming Women's 10 kilometres Open Water,0.0,0.0,0.0,0.6033472372984787
CHN,Swimming,Swimming Women's 100 metres Backstroke,0.0,0.0,0.0,0.9374772797171343
CHN,Swimming,Swimming Women's 100 metres Breaststroke,0.0,0.0,0.0,1.7113261634486236
CHN,Swimming,Swimming Women's 100 metres Butterfly,0.0,0.0,0.0,1.1612707431913412
CHN,Swimming,Swimming Women's 100 metres Freestyle,0.0,0.0,0.0,1.5941163340568092
CHN,Swimming,Swimming Women's 200 metres Backstroke,0.0,0.0,0.0,1.674547303800474
CHN,Swimming,Swimming Women's 200 metres Breaststroke,0.0,0.0,0.0,1.5955102850055731
CHN,Swimming,Swimming Women's 200 metres Butterfly,0.0,0.0,0.0,1.385034414441862
CHN,Swimming,Swimming Women's 200 metres Freestyle,0.0,0.0,0.0,1.7113261634486236
CHN,Swimming,Swimming Women's 200 metres Individual Medley,0.0,0.0,0.0,1.0275479564064802
CHN,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0.0,0.0,0.0,0.7273439415720286
CHN,Swimming,Swimming Women's 4 x 100 metres Medley Relay,0.0,0.0,0.0,0.8915037051569474
CHN,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,0.0,0.0,0.0,0.87495321831528
CHN,Swimming,Swimming Women's 400 metres Freestyle,0.0,0.0,0.0,1.6488021020467691
CHN,Swimming,Swimming Women's 400 metres Individual Medley,0.0,0.0,0.0,0.9264436218226894
CHN,Swimming,Swimming Women's 50 metres Freestyle,0.0,0.0,0.0,0.9264436218226894
CHN,Swimming,Swimming Women's 800 metres Freestyle,0.0,0.0,0.0,1.5587314253574234
CHN,Swimming,Women's 100m Backstroke,0.0,0.0,0.0,0.6252302977186307
CHN,Swimming,Women's 100m Breaststroke,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Women's 100m Butterfly,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 100m Freestyle,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 1500m Freestyle,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Women's 200m Backstroke,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 200m Breaststroke,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Women's 200m Butterfly,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Women's 200m Freestyle,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 200m Individual Medley,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Women's 4 x 100m Freestyle Relay,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 4 x 100m Freestyle Relay Team,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 4 x 100m Medley Relay,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 4 x 100m Medley Relay Team,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 4 x 200m Freestyle Relay,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 4 x 200m Freestyle Relay Team,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 400m Freestyle,0.0,0.0,0.0,0.3126151488593153
CHN,Swimming,Women's 400m Individual Medley,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 50m Freestyle,0.0,0.0,0.0,0.0
CHN,Swimming,Women's 800m Freestyle,0.0,0.0,0.0,0.0
CHN,Synchronized Swimming,Synchronized Swimming Women's Duet,0.0,0.0,0.0,0.5365007400178912
CHN,Synchronized Swimming,Synchronized Swimming Women's Solo,0.0,0.0,0.0,0.0
CHN,Synchronized Swimming,Synchronized Swimming Women's Team,0.0,0.0,0.0,0.6604558074271147
CHN,Table Tennis,Men's Singles,0.0,0.0,0.0,0.3126151488593153
CHN,Table Tennis,Men's Team,0.0,0.0,0.0,0.10420504961977177
CHN,Table Tennis,Mixed Doubles,0.0,0.0,0.0,0.0
CHN,Table Tennis,Mixed Doubles Team,0.0,0.0,0.0,0.0
CHN,Table Tennis,Table Tennis Men's Doubles,0.0,0.0,0.0,1.032706418977808
CHN,Table Tennis,Table Tennis Men's Singles,0.0,0.0,0.0,1.106584975201381
CHN,Table Tennis,Table Tennis Men's Team,0.0,0.0,0.0,0.272600409805323
CHN,Table Tennis,Table Tennis Women's Doubles,0.0,0.0,0.0,1.0694852786259574
CHN,Table Tennis,Table Tennis Women's Singles,0.0,0.0,0.0,0.6057360234354572
CHN,Table Tennis,Table Tennis Women's Team,0.0,0.0,0.0,0.272600409805323
CHN,Table Tennis,Women's Singles,0.0,0.0,0.0,0.0
CHN,Table Tennis,Women's Team,0.0,0.0,0.0,0.0
CHN,Tennis,Men's Singles,0.0,0.0,0.0,0.3126151488593153
CHN,Tennis,Mixed Doubles,0.0,0.0,0.0,0.0
CHN,Tennis,Tennis Men's Doubles,0.0,0.0,0.0,0.01287260087685235
CHN,Tennis,Tennis Men's Singles,0.0,0.0,0.0,0.0
CHN,Tennis,Tennis Women's Doubles,0.0,0.0,0.0,0.8733555360740048
CHN,Tennis,Tennis Women's Singles,0.0,0.0,0.0,1.962636449986636
CHN,Tennis,Women's Doubles,0.0,0.0,0.0,0.0
CHN,Tennis,Women's Doubles Team,0.0,0.0,0.0,0.0
CHN,Tennis,Women's Singles,0.0,0.0,0.0,1.2504605954372614
CHN,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.0
CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.6729619834042351
CHN,Volleyball,Women,0.0,0.0,0.0,0.0
CHN,Volleyball,Women Team,0.0,0.0,0.0,0.0
CHN,Weightlifting,Men's 102kg,0.0,0.0,0.0,0.0
CHN,Weightlifting,Men's 61kg,0.0,0.0,0.0,0.0
CHN,Weightlifting,Men's 67kg,0.0,0.0,0.0,0.0
CHN,Weightlifting,Men's 73kg,0.0,0.0,0.0,0.0
CHN,Weightlifting,Men's 81kg,0.0,0.0,0.0,0.0
CHN,Weightlifting,Weightlifting Men's Bantamweight,0.0,0.0,0.0,0.3598752441723605
CHN,Weightlifting,Weightlifting Men's Featherweight,0.0,0.0,0.0,0.9264436218226894
CHN,Weightlifting,Weightlifting Men's Flyweight,0.0,0.0,0.0,1.1654892970561088
CHN,Weightlifting,Weightlifting Men's Heavyweight,0.0,0.0,0.0,0.6033472372984787
CHN,Weightlifting,Weightlifting Men's Heavyweight II,0.0,0.0,0.0,0.5827446485280544
CHN,Weightlifting,Weightlifting Men's Light-Heavyweight,0.0,0.0,0.0,0.6934179139878245
CHN,Weightlifting,Weightlifting Men's Lightweight,0.0,0.0,0.0,0.2330257078348649
CHN,Weightlifting,Weightlifting Men's Middleweight,0.0,0.0,0.0,0.3520369507604662
CHN,Weightlifting,Weightlifting Women's Featherweight,0.0,0.0,0.0,0.7481036819777845
CHN,Weightlifting,Weightlifting Women's Flyweight,0.0,0.0,0.0,0.2348271213686519
CHN,Weightlifting,Weightlifting Women's Heavyweight,0.0,0.0,0.0,0.0
CHN,Weightlifting,Weightlifting Women's Light-Heavyweight,0.0,0.0,0.0,0.6934179139878245
CHN,Weightlifting,Weightlifting Women's Lightweight,0.0,0.0,0.0,0.2348271213686519
CHN,Weightlifting,Weightlifting Women's Middleweight,0.0,0.0,0.0,0.6033472372984787
CHN,Weightlifting,Weightlifting Women's Super-Heavyweight,0.0,0.0,0.0,0.8381743586671305
CHN,Weightlifting,Women's +81kg,0.0,0.0,0.0,0.0
CHN,Weightlifting,Women's +87kg,0.0,0.0,0.0,0.0
CHN,Weightlifting,Women's 49kg,0.0,0.0,0.0,0.0
CHN,Weightlifting,Women's 55kg,0.0,0.0,0.0,0.0
CHN,Weightlifting,Women's 59kg,0.0,0.0,0.0,0.3126151488593153
CHN,Weightlifting,Women's 87kg,0.0,0.0,0.0,0.0
CHN,Wrestling,Men's Freestyle 125kg,0.0,0.0,0.0,0.0
CHN,Wrestling,Men's Freestyle 57kg,0.0,0.0,0.0,0.3126151488593153
CHN,Wrestling,Men's Freestyle 74kg,0.0,0.0,0.0,0.3126151488593153
CHN,Wrestling,Men's Freestyle 86kg,0.0,0.0,0.0,0.0
CHN,Wrestling,Men's Freestyle 97kg,0.0,0.0,0.0,0.3126151488593153
CHN,Wrestling,Men's Greco-Roman 130kg,0.0,0.0,0.0,0.3126151488593153
CHN,Wrestling,Men's Greco-Roman 60kg,0.0,0.0,0.0,0.3126151488593153
CHN,Wrestling,Men's Greco-Roman 87kg,0.0,0.0,0.0,0.3126151488593153
CHN,Wrestling,Women's Freestyle 50kg,0.0,0.0,0.0,0.3126151488593153
CHN,Wrestling,Women's Freestyle 53kg,0.0,0.0,0.0,0.0
CHN,Wrestling,Women's Freestyle 57kg,0.0,0.0,0.0,0.3126151488593153
CHN,Wrestling,Women's Freestyle 62kg,0.0,0.0,0.0,0.0
CHN,Wrestling,Women's Freestyle 68kg,0.0,0.0,0.0,0.0
CHN,Wrestling,Women's Freestyle 76kg,0.0,0.0,0.0,0.3126151488593153
CHN,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",0.0,0.0,0.0,0.6188882741937217
CHN,Wrestling,"Wrestling Men's Featherweight, Freestyle",0.0,0.0,0.0,0.0900706766893459
CHN,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",0.0,0.0,0.0,0.8749532183152801
CHN,Wrestling,"Wrestling Men's Heavyweight, Freestyle",0.0,0.0,0.0,0.0900706766893459
CHN,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",0.0,0.0,0.0,0.6290924390521833
CHN,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",0.0,0.0,0.0,0.0
CHN,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",0.0,0.0,0.0,0.0
CHN,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",0.0,0.0,0.0,0.6033472372984787
CHN,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",0.0,0.0,0.0,0.6033472372984787
CHN,Wrestling,"Wrestling Men's Lightweight, Freestyle",0.0,0.0,0.0,0.0
CHN,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",0.0,0.0,0.0,0.1268495363374955
CHN,Wrestling,"Wrestling Men's Middleweight, Freestyle",0.0,0.0,0.0,0.1447564446793059
CHN,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",0.0,0.0,0.0,0.6934179139878245
CHN,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",0.0,0.0,0.0,0.6658712987003329
CHN,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",0.0,0.0,0.0,0.6658712987003329
CHN,Wrestling,"Wrestling Men's Welterweight, Freestyle",0.0,0.0,0.0,0.6033472372984787
CHN,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",0.0,0.0,0.0,0.0
CHN,Wrestling,"Wrestling Women's Featherweight, Freestyle",0.0,0.0,0.0,0.0
CHN,Wrestling,"Wrestling Women's Flyweight, Freestyle",0.0,0.0,0.0,0.7481036819777845
CHN,Wrestling,"Wrestling Women's Heavyweight, Freestyle",0.0,0.0,0.0,0.6033472372984787
CHN,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",0.0,0.0,0.0,0.0
CHN,Wrestling,"Wrestling Women's Lightweight, Freestyle",0.0,0.0,0.0,0.0
CHN,Wrestling,"Wrestling Women's Middleweight, Freestyle",0.0,0.0,0.0,0.7481036819777845
CIV,Athletics,Athletics Men's 100 metres,0.0,0.0,0.0,0.8256395228278631
CIV,Athletics,Athletics Men's 200 metres,0.0,0.0,0.0,0.6658712987003329
CIV,Athletics,Athletics Men's 4 x 100 metres Relay,0.0,0.0,0.0,0.0285036162273159
CIV,Athletics,Athletics Women's 100 metres,0.0,0.0,0.0,0.7998943210741584
CIV,Athletics,Athletics Women's 100 metres Hurdles,0.0,0.0,0.0,0.1072269960587451
CIV,Athletics,Athletics Women's 200 metres,0.0,0.0,0.0,0.7473530930053733
CIV,Athletics,Athletics Women's 4 x 100 metres Relay,0.0,0.0,0.0,0.027584144736112176
CIV,Athletics,Athletics Women's 400 metres,0.0,0.0,0.0,0.0
CIV,Athletics,Athletics Women's High Jump,0.0,0.0,0.0,0.0
CIV,Athletics,Men's 100m,0.0,0.0,0.0,0.0
CIV,Athletics,Men's 200m,0.0,0.0,0.0,0.3126151488593153
CIV,Athletics,Women's 100m,0.0,0.0,0.0,0.3126151488593153
CIV,Athletics,Women's 200m,0.0,0.0,0.0,0.6252302977186307
CIV,Athletics,Women's 4 x 100m Relay,0.0,0.0,0.0,1.5630757442965768
CIV,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",0.0,0.0,0.0,0.0
CIV,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",0.0,0.0,0.0,0.1008040989948263
CIV,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",0.0,0.0,0.0,0.0257452017537047
CIV,Judo,Judo Men's Half-Middleweight,0.0,0.0,0.0,0.0
CIV,Judo,Judo Men's Lightweight,0.0,0.0,0.0,0.0257452017537047
CIV,Judo,Judo Men's Middleweight,0.0,0.0,0.0,0.1072269960587451
CIV,Judo,Judo Women's Half-Heavyweight,0.0,0.0,0.0,0.0367788596481495
CIV,Judo,Judo Women's Heavyweight,0.0,0.0,0.0,0.0257452017537047
CIV,Judo,Judo Women's Lightweight,0.0,0.0,0.0,0.6401260969466281
CIV,Judo,Judo Women's Middleweight,0.0,0.0,0.0,0.0367788596481495
CIV,Judo,Women -57 kg,0.0,0.0,0.0,0.0
CIV,Tennis,Tennis Men's Doubles,0.0,0.0,0.0,0.0257452017537047
CMR,Athletics,Athletics Men's 100 metres,0.0,0.0,0.0,0.206529917108749
CMR,Athletics,Athletics Men's 200 metres,0.0,0.0,0.0,0.0625240614018542
CMR,Athletics,Athletics Men's 4 x 100 metres Relay,0.0,0.0,0.0,0.0441346315777795
CMR,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,0.0
CMR,Athletics,Athletics Men's Triple Jump,0.0,0.0,0.0,0.0750588972411216
CMR,Athletics,Athletics Women's 100 metres,0.0,0.0,0.0,0.0782864298224898
CMR,Athletics,Athletics Women's 100 metres Hurdles,0.0,0.0,0.0,0.0
CMR,Athletics,Athletics Women's 200 metres,0.0,0.0,0.0,0.0367788596481495
CMR,Athletics,Athletics Women's 4 x 100 metres Relay,0.0,0.0,0.0,0.049651460525001925
CMR,Athletics,Athletics Women's 4 x 400 metres Relay,0.0,0.0,0.0,0.052541228068785126
CMR,Athletics,Athletics Women's 400 metres,0.0,0.0,0.0,0.1260989473650842
CMR,Athletics,Athletics Women's 400 metres Hurdles,0.0,0.0,0.0,0.0750588972411216
CMR,Athletics,Athletics Women's Hammer Throw,0.0,0.0,0.0,0.0750588972411216
CMR,Athletics,Athletics Women's Shot Put,0.0,0.0,0.0,0.6033472372984787
CMR,Athletics,Athletics Women's Triple Jump,0.0,0.0,0.0,0.6401260969466281
CMR,Athletics,Men's 100m,0.0,0.0,0.0,0.3126151488593153
CMR,Athletics,Men's 200m,0.0,0.0,0.0,0.0
CMR,Athletics,Women's 400m Hurdles,0.0,0.0,0.0,0.3126151488593153
CMR,Boxing,Boxing Men's Bantamweight,0.0,0.0,0.0,0.0367788596481495
CMR,Boxing,Boxing Men's Featherweight,0.0,0.0,0.0,0.0257452017537047
CMR,Boxing,Boxing Men's Light-Flyweight,0.0,0.0,0.0,0.6784061345396003
CMR,Boxing,Boxing Men's Light-Heavyweight,0.0,0.0,0.0,0.7888606631797136
CMR,Boxing,Boxing Men's Light-Middleweight,0.0,0.0,0.0,0.6188882741937217
CMR,Boxing,Boxing Men's Light-Welterweight,0.0,0.0,0.0,0.1822858932998667
CMR,Boxing,Boxing Men's Lightweight,0.0,0.0,0.0,0.1072269960587451
CMR,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.6816336671209684
CMR,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.1597682241275303
CMR,Boxing,Boxing Men's Welterweight,0.0,0.0,0.0,0.1008040989948263
CMR,Boxing,Men's Middle (69-75kg),0.0,0.0,0.0,0.0
CMR,Boxing,Men's Super Heavy (+91kg),0.0,0.0,0.0,0.0
CMR,Boxing,Men's Welter (63-69kg),0.0,0.0,0.0,0.0
CMR,Judo,Judo Men's Extra-Lightweight,0.0,0.0,0.0,0.0525412280687851
CMR,Judo,Judo Men's Half-Heavyweight,0.0,0.0,0.0,0.0525412280687851
CMR,Judo,Judo Men's Half-Lightweight,0.0,0.0,0.0,0.0367788596481495
CMR,Judo,Judo Men's Lightweight,0.0,0.0,0.0,0.0525412280687851
CMR,Judo,Judo Men's Middleweight,0.0,0.0,0.0,0.1855134258812349
CMR,Judo,Judo Women's Half-Heavyweight,0.0,0.0,0.0,0.6033472372984787
CMR,Judo,Judo Women's Half-Lightweight,0.0,0.0,0.0,0.0367788596481495
CMR,Judo,Judo Women's Lightweight,0.0,0.0,0.0,0.0367788596481495
CMR,Judo,Women +78 kg,0.0,0.0,0.0,0.3126151488593153
CMR,Judo,Women -70 kg,0.0,0.0,0.0,0.0
CMR,Weightlifting,Weightlifting Men's Featherweight,0.0,0.0,0.0,0.0257452017537047
CMR,Weightlifting,Weightlifting Men's Light-Heavyweight,0.0,0.0,0.0,0.0750588972411216
CMR,Weightlifting,Weightlifting Men's Lightweight,0.0,0.0,0.0,0.0525412280687851
CMR,Weightlifting,Weightlifting Men's Middle-Heavyweight,0.0,0.0,0.0,0.6033472372984787
CMR,Weightlifting,Weightlifting Men's Super-Heavyweight,0.0,0.0,0.0,0.1072269960587451
CMR,Weightlifting,Weightlifting Women's Heavyweight,0.0,0.0,0.0,0.1072269960587451
CMR,Weightlifting,Weightlifting Women's Light-Heavyweight,0.0,0.0,0.0,0.6558884653672638
CMR,Weightlifting,Women's 76kg,0.0,0.0,0.0,0.0
CMR,Weightlifting,Women's 87kg,0.0,0.0,0.0,0.0
CMR,Wrestling,Women's Freestyle 53kg,0.0,0.0,0.0,0.0
CMR,Wrestling,"Wrestling Men's Welterweight, Freestyle",0.0,0.0,0.0,0.0257452017537047
CMR,Wrestling,"Wrestling Women's Featherweight, Freestyle",0.0,0.0,0.0,0.0
CMR,Wrestling,"Wrestling Women's Flyweight, Freestyle",0.0,0.0,0.0,0.6033472372984787
CMR,Wrestling,"Wrestling Women's Heavyweight, Freestyle",0.0,0.0,0.0,0.0750588972411216
COD,Athletics,"Athletics Men's 1,500 metres",0.0,0.0,0.0,0.0
COD,Athletics,Athletics Men's 4 x 400 metres Relay,0.0,0.0,0.0,0.0
COD,Athletics,Athletics Men's 400 metres,0.0,0.0,0.0,0.0525412280687851
COD,Athletics,Athletics Men's 800 metres,0.0,0.0,0.0,0.0
COD,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,0.7363194351109285
COD,Athletics,"Athletics Women's 1,500 metres",0.0,0.0,0.0,0.1072269960587451
COD,Athletics,Athletics Women's 100 metres,0.0,0.0,0.0,0.1118377568892712
COD,Athletics,Athletics Women's 200 metres,0.0,0.0,0.0,0.0367788596481495
COD,Athletics,"Athletics Women's 5,000 metres",0.0,0.0,0.0,0.6033472372984787
COD,Athletics,Athletics Women's 800 metres,0.0,0.0,0.0,0.0525412280687851
COD,Athletics,Athletics Women's Marathon,0.0,0.0,0.0,0.0
COD,Athletics,Men's 100m,0.0,0.0,0.0,0.3126151488593153
COD,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.02574520175370471
COD,Boxing,Boxing Men's Middleweight,0.0,0.0,0.0,0.0750588972411216
COD,Boxing,Boxing Men's Super-Heavyweight,0.0,0.0,0.0,0.1072269960587451
COD,Boxing,Men's Light (57-63kg),0.0,0.0,0.0,0.0
COD,Boxing,Men's Middle (69-75kg),0.0,0.0,0.0,0.0
COD,Boxing,Women's 57kg,0.0,0.0,0.0,0.0
COD,Boxing,Women's 66kg,0.0,0.0,0.0,0.0
COD,Boxing,Women's Feather (54-57kg),0.0,0.0,0.0,0.0
COD,Boxing,Women's Light (57-60kg),0.0,0.0,0.0,0.0
COD,Cycling,"Cycling Men's Road Race, Individual",0.0,0.0,0.0,0.0
COD,Judo,Judo Men's Extra-Lightweight,0.0,0.0,0.0,0.0
COD,Judo,Judo Men's Half-Heavyweight,0.0,0.0,0.0,0.0
COD,Judo,Judo Men's Half-Lightweight,0.0,0.0,0.0,0.6033472372984787
COD,Judo,Judo Men's Half-Middleweight,0.0,0.0,0.0,0.0
COD,Judo,Judo Men's Heavyweight,0.0,0.0,0.0,0.1072269960587451
COD,Judo,Judo Men's Lightweight,0.0,0.0,0.0,0.0750588972411216
COD,Judo,Judo Men's Middleweight,0.0,0.0,0.0,0.0
COD,Judo,Men -60 kg,0.0,0.0,0.0,0.3126151488593153
COD,Judo,Women -78 kg,0.0,0.0,0.0,0.0
COK,Athletics,Athletics Men's 100 metres,0.0,0.0,0.0,0.2716059810168014
COK,Athletics,Athletics Men's 800 metres,0.0,0.0,0.0,0.6033472372984787
COK,Athletics,Athletics Women's 100 metres,0.0,0.0,0.0,0.1072269960587451
COK,Athletics,Athletics Women's Discus Throw,0.0,0.0,0.0,0.0525412280687851
COK,Athletics,Men's 800m,0.0,0.0,0.0,0.0
COK,Sailing,Sailing Men's One Person Dinghy,0.0,0.0,0.0,0.6033472372984787
COK,Sailing,Sailing Women's One Person Dinghy,0.0,0.0,0.0,0.7105742333572237
COK,Sailing,Sailing Women's Windsurfer,0.0,0.0,0.0,0.0257452017537047
COK,Weightlifting,Weightlifting Men's Heavyweight,0.0,0.0,0.0,0.0525412280687851
COK,Weightlifting,Weightlifting Men's Heavyweight I,0.0,0.0,0.0,0.0
COK,Weightlifting,Weightlifting Men's Super-Heavyweight,0.0,0.0,0.0,0.0750588972411216
COK,Weightlifting,Weightlifting Women's Super-Heavyweight,0.0,0.0,0.0,0.1072269960587451
COL,Archery,Archery Men's Individual,0.0,0.0,0.0,0.7105742333572237
COL,Archery,Archery Women's Individual,0.0,0.0,0.0,0.8285239290218434
COL,Archery,Archery Women's Team,0.0,0.0,0.0,0.2761746430072811
COL,Archery,Men's Individual,0.0,0.0,0.0,0.937845446577946
COL,Archery,Men's Team,0.0,0.0,0.0,0.31261514885931535
COL,Archery,Mixed Team,0.0,0.0,0.0,0.6252302977186307
COL,Archery,Women's Individual,0.0,0.0,0.0,0.3126151488593153
COL,Athletics,"Athletics Men's 10,000 metres",0.0,0.0,0.0,0.0
COL,Athletics,Athletics Men's 100 metres,0.0,0.0,0.0,0.1822858932998667
COL,Athletics,Athletics Men's 110 metres Hurdles,0.0,0.0,0.0,0.6558884653672638
COL,Athletics,Athletics Men's 20 kilometres Walk,0.0,0.0,0.0,0.8381743586671305
COL,Athletics,Athletics Men's 200 metres,0.0,0.0,0.0,0.7151849941877497
COL,Athletics,Athletics Men's 4 x 400 metres Relay,0.0,0.0,0.0,0.6033472372984787
COL,Athletics,Athletics Men's 400 metres,0.0,0.0,0.0,0.6784061345396003
COL,Athletics,"Athletics Men's 5,000 metres",0.0,0.0,0.0,0.0257452017537047
COL,Athletics,Athletics Men's 50 kilometres Walk,0.0,0.0,0.0,2.0180728069490077
COL,Athletics,Athletics Men's 800 metres,0.0,0.0,0.0,0.1072269960587451
COL,Athletics,Athletics Men's Discus Throw,0.0,0.0,0.0,0.6033472372984787
COL,Athletics,Athletics Men's High Jump,0.0,0.0,0.0,0.1329721978124498
COL,Athletics,Athletics Men's Javelin Throw,0.0,0.0,0.0,0.1072269960587451
COL,Athletics,Athletics Men's Marathon,0.0,0.0,0.0,1.9251070013660752
COL,Athletics,Athletics Men's Triple Jump,0.0,0.0,0.0,0.6033472372984787
COL,Athletics,"Athletics Women's 1,500 metres",0.0,0.0,0.0,0.6033472372984787
COL,Athletics,Athletics Women's 100 metres,0.0,0.0,0.0,1.385785003414273
COL,Athletics,Athletics Women's 100 metres Hurdles,0.0,0.0,0.0,0.2144539921174902
COL,Athletics,Athletics Women's 20 kilometres Walk,0.0,0.0,0.0,1.580916690841978
COL,Athletics,Athletics Women's 200 metres,0.0,0.0,0.0,0.2863175248760613
COL,Athletics,"Athletics Women's 3,000 metres Steeplechase",0.0,0.0,0.0,0.1072269960587451
COL,Athletics,Athletics Women's 4 x 100 metres Relay,0.0,0.0,0.0,0.182350229497502
COL,Athletics,Athletics Women's 400 metres,0.0,0.0,0.0,0.1440058557068947
COL,Athletics,Athletics Women's 400 metres Hurdles,0.0,0.0,0.0,0.1072269960587451
COL,Athletics,Athletics Women's 800 metres,0.0,0.0,0.0,0.0750588972411216
COL,Athletics,Athletics Women's Hammer Throw,0.0,0.0,0.0,0.0750588972411216
