Name,NOC,Sport,Event,Gold,Silver,Bronze,NoMedal
Andrs Roux,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
Carlos Delfino,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
Cristian Poglajen,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Emanuel Maccari,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
Facundo Campazzo,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Facundo Conte,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Federico Pereyra,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Gabriel Arroyo,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Guillermo Kammerichs,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Hernn Cicarelli,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Ivn Castellani,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Juan Llanas,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Leonardo Gutirrez,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
Luciano Cecco,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Luis Balvoa,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
Marcos Mata,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Martn Leiva,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Nicols Bruno,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Nicols Uriarte,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Pablo Crer,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Pablo Prigioni,ARG,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Rodrigo Quiroga,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Sebastin Sol,ARG,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Abby Bishop,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03575656712427879
Adam Gibson,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Adam White,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Aden Tutton,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Aidan Zingel,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Aleksandar Mari,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Andrew Grant,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Aron Baynes,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Belinda Snell,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.020266142979221767
Bradley Newley,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
David Andersen,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
David Barlow,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Elizabeth Cambage,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03575656712427879
Grigory Sukochev,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Harrison Peacock,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Igor Yudin,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Jenna O'hea,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03575656712427879
Jennifer (-mottram),AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03118580904999922
Joseph Ingles,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Kathleen Macleod,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03575656712427879
Kristi Harrower,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.004671533584891486
Laura Summerton-hodges,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.020266142979221767
Lauren Jackson,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.004671533584891486
Lincoln Williams,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Luke Smith,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Mark Worthington,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Matthew Dellavedova,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Matthew Nielsen,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
Nathan Roberts,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Patrick Mills,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Peter Crawford,AUS,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Rachel Jarry,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03575656712427879
Samantha Richards,AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03575656712427879
Suzy (-brown),AUS,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.020266142979221767
Thomas Edgar,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Travis Passier,AUS,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Adenzia Silva,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.03543287484195839
Alex Garcia,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Anderson Varejo,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Bruno Rezende,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.03103045229106539
Caio Torres,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Danielle Lins,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.03543287484195839
Dante Amaral,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.004636517776314282
Fabiana Claudino,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.020023661808558756
Fabiana Oliveira,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.0308766408791605
Fernanda Ferreira,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.03543287484195839
Fernanda Rodrigues,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.03543287484195839
Gilberto Filho,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.004636517776314282
Guilherme Giovannoni,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Jaqueline Endres,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.0308766408791605
Larry Junior,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Leandro Barbosa,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Leandro Neves,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.03559398235758414
Lucas Saatkamp,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.03559398235758414
Marcelo Huertas,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Marcelo Machado,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Marcus Sousa,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Maybyner Nen,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Murilo Endres,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.03103045229106539
Natlia Pereira,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.03543287484195839
Paula Pequeno,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.0308766408791605
Raul Neto,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Ricardo Garcia,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.020144170675203726
Rodrigo Santana,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.020144170675203726
Sheilla Blassioli,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.0308766408791605
Sidnei Junior,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.03559398235758414
Srgio Santos,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.020144170675203726
Tandara Caixeta,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.03543287484195839
Thasa Menezes,BRA,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.0308766408791605
Thiago Alves,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.03559398235758414
Tiago Beims,BRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Wallace Souza,BRA,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.03559398235758414
Dobromir Dimitrov,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Georgi Bratoev,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Nikolay Nikolov J.,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Nikolay Penchev,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Teodor Salparov,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.031341477530567804
Teodor Todorov,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Todor Aleksiev,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.031341477530567804
Todor Skrimov,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Tsvetan Sokolov,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Valentin Bratoev,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Viktor Yosifov,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Vladimir Nikolov,BUL,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.031341477530567804
Alisha Tatham,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Chelsea Aubry,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Courtnay Pilypaitis,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Kimberly Smith-gaucher,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Krista Phillips,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Lizanne Murphy,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Michelle Plouffe,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Miranda Ayim,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Natalie Achonwa,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Shona Thorburn,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Tamara Tatham,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Teresa Kleindienst-gabriele,CAN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.004706798022799341
Chen Jianghua,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Chen Nan,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.02038861552481488
Chen Xiaoli,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.031341477530567804
Chu Jinling,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Ding Jinhui,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Gao Song,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Guan Xin,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Guo Ailun,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Hui Ruoqi,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Ji Yanyan,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Li Shanshan,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Liu Wei,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
Ma Yunwen,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.031341477530567804
Ma Zengyu,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Mi Yang,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Miao Lijie,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.02038861552481488
Shan Danna,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Song Xiaoyun,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.02038861552481488
Sun Yue,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Wang Shipeng,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.031341477530567804
Wang Yimei,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.031341477530567804
Wang Zhizhi,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,5.063737525771281e-05
Wei Qiuyue,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.031341477530567804
Wei Wei,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Xu Yunli,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.031341477530567804
Yang Junjing,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Yi Jianlian,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
Yi Li,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Zeng Chunlei,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Zhang Fan,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.02038861552481488
Zhang Lei,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Zhang Xian,CHN,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Zhang Zhaoxu,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Zhao Shuang,CHN,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Zhou Peng,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Zhu Fangyu,CHN,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.02038861552481488
Ana (rado-),CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Ana Lelas,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Antonija Miura,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Emanuela Salopek,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Iva Ciglar,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Iva Slikovi,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Jelena Ivezi,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Lisa Kari,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Luca Ivankovi,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Marija Vrsaljko,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Mirna Mazi,CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Sandra (popovi-),CRO,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Alena Hanuov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Eva Vtekov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.02038861552481488
Hana Horkov-machov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.02038861552481488
Ilona Burgrov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Jana Vesel,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.02038861552481488
Kateina Bartoov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Kateina Elhotov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.031341477530567804
Kateina Zohnov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Lenka Bartkov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Michaela Zrstov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Petra Kulichov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.02038861552481488
Tereza Peckov,CZE,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Annerys Valdez,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.02038861552481488
Bethania Pea,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Brenda Castillo,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Cindy Martnez,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Cndida Prez,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Gina Casilla,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Karla Medina,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Lisvel (-castillo),DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Milagros Cruz,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.02038861552481488
Niverka Frica,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Prisilla Brens,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.02038861552481488
Sidarka Milagros,DOM,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Andrea Martnez,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Anna Llaquet,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Felipe Cabaas,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.020144170675203726
Fernando Lara,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.03559398235758414
Jennifer Lisalde,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Jos Borrallo,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.020144170675203726
Juan Feijoo,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.004636517776314282
Laura Ramos,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Laura Ventosa,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Lorena Dorado,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Mara Carrasco,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Mara Godoy,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Marc Sez,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.03103045229106539
Marta Pascual,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Matilde Reyes,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Ona Flaqu,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Pau Sez,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.020144170675203726
Rodolfo Farrs,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.020144170675203726
Roser Aymerich,ESP,Water Polo,Water Polo Women's Water Polo,0.0,0.0,0.0,0.03559398235758414
Serge Ngobila,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.03559398235758414
Sergio Gmez,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.03559398235758414
Sergio Meli,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.03559398235758414
Vctor Arocas,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.03559398235758414
Vctor Remisa,ESP,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.03559398235758414
Ali Traore,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Boris Diaw-riffiod,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Cline Dumerc,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Clmence Beikes,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Edwige Lawson-wade,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.004636517776314282
Elodie Godin,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Emmeline Ndongue,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Fabien Causeur,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Florence Lepron,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Florent Pitrus,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Isabelle Yacoubou-dehoui,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Jennifer (-gadiou),FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Kevin Sraphin,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Marion Laborde,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Mickal Gelabale,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Nando Colo,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Nicolas Batum,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Nwal-Endn Miyem,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Ronny Turiaf,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Sandrine Gruda,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
William Jr.,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Yakhouba Diawara,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Yannick Bokolo,FRA,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
milie Gomis,FRA,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.03559398235758414
Andrew Lawrence,GBR,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Andrew Pink,GBR,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Andrew Sullivan,GBR,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Azania Stewart,GBR,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Benjamin Pipes,GBR,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Chantelle Handy,GBR,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Christopher Lamont,GBR,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Ciara Michel,GBR,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Daniel Clark,GBR,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Daniel Hunter,GBR,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Dominique Allen,GBR,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Elizabeth Reid,GBR,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Eric Boateng,GBR,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Grace Carter,GBR,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Janine Sandell,GBR,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Jason Haldane,GBR,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Jenaya Wade-fray,GBR,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Jennifer Taylor,GBR,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Joanne Morgan,GBR,Volleyball,Volleyball Women's Volleyball,0.0,0.0,0.0,0.035919335766804394
Joel Freeland,GBR,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Joel Miller,GBR,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Johannah Leedham,GBR,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Julie Page,GBR,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Kieran O'malley,GBR,Volleyball,Volleyball Men's Volleyball,0.0,0.0,0.0,0.035919335766804394
Kieron Achara,GBR,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
Kimberley Butler,GBR,Basketball,Basketball Women's Basketball,0.0,0.0,0.0,0.035919335766804394
Kyle Johnson,GBR,Basketball,Basketball Men's Basketball,0.0,0.0,0.0,0.035919335766804394
