Name,Sport,Event,NOC,Year,Medal,Division,Strength,First Year,Age,p_max,a_max,alpha,beta,fit_loss,p_max_c,a_max_c,alpha_c,beta_c,t,result,real_medal,mapped_result,difference
Tamas Jr.,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,8.712166065491026,0.1555555555555555,0.05,0.0,2.187848359741802,8.712166065491026,0.1555555555555555,0.05,20.0,2.6870775582234154,0.0,0.0,0.0
Benot Gauthier,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,8.712166065491026,0.1555555555555555,0.05,0.0,2.187848359741802,8.712166065491026,0.1555555555555555,0.05,20.0,2.6870775582234154,0.0,0.0,0.0
David Ford,Canoeing,"Canoeing Men's Kayak Singles, Slalom",CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8612659376630232,3.4848664261964104,0.0622222222222222,0.02,24.0,1.0564644413270217,0.0,0.0,0.0
Marie-Jose Gibeau-ouimet,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",CAN,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,8.712166065491026,0.1555555555555555,0.05,0.0,2.187848359741802,8.712166065491026,0.1555555555555555,0.05,20.0,2.6870775582234154,0.0,0.0,0.0
Caroline Brunet,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",CAN,1996.0,Silver,1.0,6.0,1992.0,20.0,1.585503803159155,4.0,1.0,0.05,6.048384286829674,0.8612659376630232,3.4848664261964104,0.0622222222222222,0.02,24.0,5.093144121578606,2.0,2.0,0.0
Margaret Langford,Canoeing,"Canoeing Women's Kayak Singles, Slalom",CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8612659376630232,3.4848664261964104,0.0622222222222222,0.02,24.0,1.0564644413270217,0.0,0.0,0.0
Eric Wohlberg,Cycling,Cycling Men's Individual Time Trial,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,15.53412454911827,0.0812706919675595,0.05,0.0,2.4906511639911324,15.53412454911827,0.0812706919675595,0.05,20.0,4.423455477079165,0.0,1.0,1.0
Brian Walton,Cycling,Cycling Men's Points Race,CAN,1996.0,Silver,1.0,6.0,1996.0,16.0,7.5,15.53412454911827,0.0812706919675595,0.05,0.0,2.4906511639911324,15.53412454911827,0.0812706919675595,0.05,20.0,13.270366431237496,0.0,3.0,3.0
Eric Wohlberg,Cycling,"Cycling Men's Road Race, Individual",CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,15.53412454911827,0.0812706919675595,0.05,0.0,2.4906511639911324,15.53412454911827,0.0812706919675595,0.05,20.0,4.423455477079165,0.0,1.0,1.0
Gordon Fraser,Cycling,"Cycling Men's Road Race, Individual",CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,15.53412454911827,0.0812706919675595,0.05,0.0,2.4906511639911324,15.53412454911827,0.0812706919675595,0.05,20.0,4.423455477079165,0.0,1.0,1.0
Clara Hughes,Cycling,Cycling Women's Individual Time Trial,CAN,1996.0,Bronze,1.0,4.0,1996.0,16.0,5.5,15.53412454911827,0.0812706919675595,0.05,0.0,2.4906511639911324,15.53412454911827,0.0812706919675595,0.05,20.0,9.731602049574164,0.0,2.0,2.0
Alison Sydor,Cycling,"Cycling Women's Mountainbike, Cross-Country",CAN,1996.0,Silver,1.0,6.0,1996.0,16.0,7.5,15.53412454911827,0.0812706919675595,0.05,0.0,2.4906511639911324,15.53412454911827,0.0812706919675595,0.05,20.0,13.270366431237496,0.0,3.0,3.0
Lesley Tomlinson,Cycling,"Cycling Women's Mountainbike, Cross-Country",CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,15.53412454911827,0.0812706919675595,0.05,0.0,2.4906511639911324,15.53412454911827,0.0812706919675595,0.05,20.0,4.423455477079165,0.0,1.0,1.0
Clara Hughes,Cycling,"Cycling Women's Road Race, Individual",CAN,1996.0,Bronze,1.0,4.0,1996.0,16.0,5.5,15.53412454911827,0.0812706919675595,0.05,0.0,2.4906511639911324,15.53412454911827,0.0812706919675595,0.05,20.0,9.731602049574164,0.0,2.0,2.0
Tanya Dubnicoff,Cycling,Cycling Women's Sprint,CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.9484375543664292,6.2136498196473084,0.0325082767870238,0.02,24.0,1.1103660994330462,0.0,0.0,0.0
Anne (-goldman),Diving,Diving Women's Platform,CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8415615060455297,3.720474729470961,0.02,0.02,24.0,0.98970808144074,1.0,0.0,-1.0
Eryn (-barrett),Diving,Diving Women's Springboard,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.243513388602442,9.301186823677403,0.05,0.05,20.0,2.4635557878882643,0.0,0.0,0.0
Ian Millar,Equestrian,"Equestrian Mixed Jumping, Individual",CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.9823957228939476,2.3068266297932536,0.0264654050966834,0.0626191270796967,24.0,0.6521754689566022,0.0,0.0,0.0
Ian Millar,Equestrian,"Equestrian Mixed Jumping, Team",CAN,1992.0,No medal,2.0,1.0,1992.0,16.0,2.5,5.767066574483134,0.0661635127417086,0.1565478176992418,0.0,0.9823957228939476,2.3068266297932536,0.0264654050966834,0.0626191270796967,24.0,0.1421561519428424,0.0,0.0,0.0
Ian Millar,Equestrian,"Equestrian Mixed Jumping, Team",CAN,1996.0,No medal,3.0,1.0,1992.0,20.0,2.5,4.000006449885999,0.0819693489981145,0.2989168429156681,0.0,0.9823957228939476,2.3068266297932536,0.0264654050966834,0.0626191270796967,24.0,0.0065892823226813,0.0,0.0,0.0
Yvonne Tousek,Gymnastics,Gymnastics Women's Balance Beam,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.387213275490038,9.301186823677403,0.05,0.05,20.0,2.5726259346926827,0.0,0.0,0.0
Yvonne Tousek,Gymnastics,Gymnastics Women's Floor Exercise,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.387213275490038,9.301186823677403,0.05,0.05,20.0,2.5726259346926827,0.0,0.0,0.0
Yvonne Tousek,Gymnastics,Gymnastics Women's Horse Vault,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.387213275490038,9.301186823677403,0.05,0.05,20.0,2.5726259346926827,0.0,0.0,0.0
Yvonne Tousek,Gymnastics,Gymnastics Women's Individual All-Around,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.387213275490038,9.301186823677403,0.05,0.05,20.0,2.5726259346926827,0.0,0.0,0.0
Yvonne Tousek,Gymnastics,Gymnastics Women's Uneven Bars,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.387213275490038,9.301186823677403,0.05,0.05,20.0,2.5726259346926827,0.0,0.0,0.0
Adam Parfitt,Rowing,Rowing Men's Coxed Eights,CAN,1996.0,No medal,9.0,1.0,1996.0,16.0,2.5,18.203558283236067,0.2083333333333333,0.2527377361755705,0.0,7.591790659101088,18.203558283236067,0.2083333333333333,0.2527377361755705,20.0,7.335661671954792,0.0,0.2222222222222222,0.2222222222222222
Todd Hallett,Rowing,Rowing Men's Double Sculls,CAN,1996.0,No medal,2.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,3.1296847373782613,7.281423313294427,0.0833333333333333,0.1010950944702282,24.0,1.0493918593854183,0.0,0.0,0.0
Gavin Hassett,Rowing,Rowing Men's Lightweight Coxless Fours,CAN,1996.0,Silver,4.0,6.0,1996.0,16.0,7.5,18.203558283236067,0.2083333333333333,0.2527377361755705,0.0,7.591790659101088,18.203558283236067,0.2083333333333333,0.2527377361755705,20.0,22.006985015864377,0.0,0.75,0.75
Derek Porter-nesbitt,Rowing,Rowing Men's Single Sculls,CAN,1996.0,Silver,1.0,6.0,1996.0,16.0,7.5,18.203558283236067,0.2083333333333333,0.2527377361755705,0.0,7.591790659101088,18.203558283236067,0.2083333333333333,0.2527377361755705,20.0,22.006985015864377,0.0,3.0,3.0
Alison Korn,Rowing,Rowing Women's Coxed Eights,CAN,1996.0,Silver,9.0,6.0,1996.0,16.0,7.5,18.203558283236067,0.2083333333333333,0.2527377361755705,0.0,7.591790659101088,18.203558283236067,0.2083333333333333,0.2527377361755705,20.0,22.006985015864377,0.1111111111111111,0.3333333333333333,0.2222222222222222
Emma Robinson,Rowing,Rowing Women's Coxed Eights,CAN,1996.0,Silver,9.0,6.0,1996.0,16.0,7.5,18.203558283236067,0.2083333333333333,0.2527377361755705,0.0,7.591790659101088,18.203558283236067,0.2083333333333333,0.2527377361755705,20.0,22.006985015864377,0.1111111111111111,0.3333333333333333,0.2222222222222222
Heather Mcdermid,Rowing,Rowing Women's Coxed Eights,CAN,1996.0,Silver,9.0,6.0,1996.0,16.0,7.5,18.203558283236067,0.2083333333333333,0.2527377361755705,0.0,7.591790659101088,18.203558283236067,0.2083333333333333,0.2527377361755705,20.0,22.006985015864377,0.1111111111111111,0.3333333333333333,0.2222222222222222
Lesley Thompson-willie,Rowing,Rowing Women's Coxed Eights,CAN,1996.0,Silver,9.0,6.0,1992.0,20.0,2.260156420642172,27.35451682012074,0.05,0.1335400176661376,0.0020019783682749,3.1296847373782613,7.281423313294427,0.0833333333333333,0.1010950944702282,24.0,5.080305736971383,0.1111111111111111,0.2222222222222222,0.1111111111111111
Theresa Luke,Rowing,Rowing Women's Coxed Eights,CAN,1996.0,Silver,9.0,6.0,1996.0,16.0,7.5,18.203558283236067,0.2083333333333333,0.2527377361755705,0.0,7.591790659101088,18.203558283236067,0.2083333333333333,0.2527377361755705,20.0,22.006985015864377,0.1111111111111111,0.3333333333333333,0.2222222222222222
Emma Robinson,Rowing,Rowing Women's Coxless Pairs,CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,18.203558283236067,0.2083333333333333,0.2527377361755705,0.0,7.591790659101088,18.203558283236067,0.2083333333333333,0.2527377361755705,20.0,7.335661671954792,0.0,1.0,1.0
Richard Clarke,Sailing,Sailing Men's One Person Dinghy,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,14.659272824848944,0.05,0.1987945648814491,0.0,2.212421129534147,14.659272824848944,0.05,0.1987945648814491,20.0,0.9986191710430437,0.0,0.0,0.0
Bradley Boston,Sailing,Sailing Mixed Three Person Keelboat,CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,14.659272824848944,0.05,0.1987945648814491,0.0,2.212421129534147,14.659272824848944,0.05,0.1987945648814491,20.0,0.9986191710430437,0.0,0.0,0.0
William Jr.,Sailing,Sailing Mixed Three Person Keelboat,CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,14.659272824848944,0.05,0.1987945648814491,0.0,2.212421129534147,14.659272824848944,0.05,0.1987945648814491,20.0,0.9986191710430437,0.0,0.0,0.0
David Macdonald,Sailing,Sailing Mixed Two Person Keelboat,CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.0,20.01735882602048,0.05,0.3475891297628983,2.78014581422198e-05,0.8721871686818432,5.863709129939578,0.02,0.0795178259525796,24.0,0.2058815188126374,0.0,0.0,0.0
Caroll-Ann (-rosenberg),Sailing,Sailing Women's Windsurfer,CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8721871686818432,5.863709129939578,0.02,0.0795178259525796,24.0,0.591253683656674,0.0,0.0,0.0
Jason Caswell,Shooting,Shooting Men's Skeet,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.534126699080268,0.0661812070139455,0.1303007267048564,0.0,2.388161063090962,7.534126699080268,0.0661812070139455,0.1303007267048564,20.0,0.4790052122145235,0.0,0.0,0.0
George Leary,Shooting,Shooting Men's Trap,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.534126699080268,0.0661812070139455,0.1303007267048564,0.0,2.388161063090962,7.534126699080268,0.0661812070139455,0.1303007267048564,20.0,0.4790052122145235,0.0,0.0,0.0
Cynthia Meyer,Shooting,Shooting Women's Double Trap,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.534126699080268,0.0661812070139455,0.1303007267048564,0.0,2.388161063090962,7.534126699080268,0.0661812070139455,0.1303007267048564,20.0,0.4790052122145235,0.0,0.0,0.0
Colleen Thorburn-smith,Softball,Softball Women's Softball,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.0804526937574113,0.0672845164947077,0.0,0.2499999999999999,0.4898300876122425,0.0463480860594742,0.0241238587704427,20.0,0.6322593738674173,0.0,0.0,0.0
Christopher Renaud,Swimming,Swimming Men's 100 metres Backstroke,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Christopher Renaud,Swimming,Swimming Men's 200 metres Backstroke,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Curtis Myden,Swimming,Swimming Men's 200 metres Individual Medley,CAN,1996.0,Bronze,1.0,4.0,1996.0,16.0,5.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,5.489763231982655,0.0,2.0,2.0
Curtis Myden,Swimming,Swimming Men's 400 metres Individual Medley,CAN,1996.0,Bronze,1.0,4.0,1992.0,20.0,1.2902307257929546,4.76038658461825,1.0,0.05,2.1640154929084456,1.0696194970173585,3.13635050631898,0.0759581027600382,0.0242765386341808,24.0,4.015608069108781,1.0,1.0,0.0
Christin Petelski,Swimming,Swimming Women's 200 metres Breaststroke,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Jessica Deglau,Swimming,Swimming Women's 200 metres Butterfly,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Joanne -ducheck),Swimming,Swimming Women's 200 metres Individual Medley,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Marianne Limpert,Swimming,Swimming Women's 200 metres Individual Medley,CAN,1996.0,Silver,1.0,6.0,1992.0,20.0,1.585503803159155,4.0,1.0,0.05,6.048384286829674,1.0696194970173585,3.13635050631898,0.0759581027600382,0.0242765386341808,24.0,5.653558270093312,0.0,2.0,2.0
Marianne Limpert,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,CAN,1996.0,No medal,4.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,1.0696194970173585,3.13635050631898,0.0759581027600382,0.0242765386341808,24.0,1.1727104391211778,0.0,0.0,0.0
Shannon Shakespeare,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,CAN,1996.0,No medal,4.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Jessica Deglau,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,CAN,1996.0,No medal,6.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Joanne -ducheck),Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,CAN,1996.0,No medal,6.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Marianne Limpert,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,CAN,1996.0,No medal,6.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Shannon Shakespeare,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,CAN,1996.0,No medal,6.0,1.0,1996.0,16.0,2.5,7.840876265797449,0.1898952569000956,0.0606913465854522,0.0,2.6647519763971648,7.840876265797449,0.1898952569000956,0.0606913465854521,20.0,2.4953469236284795,0.0,0.0,0.0
Joanne -ducheck),Swimming,Swimming Women's 400 metres Individual Medley,CAN,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,1.0696194970173585,3.13635050631898,0.0759581027600382,0.0242765386341808,24.0,1.1727104391211778,0.0,0.0,0.0
Wenguang Huang,Table Tennis,Table Tennis Men's Doubles,CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.0246845181365893,9.301186823677403,0.05,0.05,20.0,2.297461732118928,0.0,0.0,0.0
Wenguang Huang,Table Tennis,Table Tennis Men's Singles,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.0246845181365893,9.301186823677403,0.05,0.05,20.0,2.297461732118928,0.0,0.0,0.0
Lijuan (-pintea),Table Tennis,Table Tennis Women's Doubles,CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.0246845181365893,9.301186823677403,0.05,0.05,20.0,2.297461732118928,0.0,0.0,0.0
Lijuan (-pintea),Table Tennis,Table Tennis Women's Singles,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.0246845181365893,9.301186823677403,0.05,0.05,20.0,2.297461732118928,0.0,0.0,0.0
Daniel Nestor,Tennis,Tennis Men's Doubles,CAN,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.228391153220908,9.301186823677403,0.05,0.05,20.0,2.452077807850848,1.5,0.0,-1.5
Daniel Nestor,Tennis,Tennis Men's Singles,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.228391153220908,9.301186823677403,0.05,0.05,20.0,2.452077807850848,0.0,0.0,0.0
Sbastien Lareau,Tennis,Tennis Men's Singles,CAN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.228391153220908,9.301186823677403,0.05,0.05,20.0,2.452077807850848,0.0,0.0,0.0
Cydonie (-modibo),Athletics,Athletics Women's 100 metres,CAY,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,15.999993550114002,0.9293439188367504,0.1105384019610283,0.0,2.5,5.200005159908798,0.4857923399745315,0.1605647312533432,20.0,1.7125098957146998,0.0,0.0,0.0
Lontine Tsiba,Athletics,Athletics Women's 800 metres,CGO,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.9822128815369142,0.4902170288637785,0.0,2.5,4.152683368198577,0.5491841906849877,0.2930702331790698,20.0,0.0026053724801969,0.0,0.0,0.0
Kaltouma Nadjina,Athletics,Athletics Women's 200 metres,CHA,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.309873807254636,9.301186823677403,0.05,0.05,20.0,2.5139242381436158,0.0,0.0,0.0
rika Fuente,Athletics,Athletics Women's Marathon,CHI,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.1831230120910594,9.301186823677403,0.05,0.05,20.0,2.41771867991042,0.0,0.0,0.0
Augusto Marengo,Table Tennis,Table Tennis Men's Doubles,CHI,1996.0,No medal,2.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8309989397818985,3.720474729470961,0.02,0.02,24.0,0.981841715285014,0.0,0.0,0.0
Augusto Marengo,Table Tennis,Table Tennis Men's Singles,CHI,1996.0,No medal,1.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,0.8309989397818985,3.720474729470961,0.02,0.02,24.0,0.981841715285014,0.0,0.0,0.0
Sofija Cancino,Table Tennis,Table Tennis Women's Doubles,CHI,1996.0,No medal,2.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.119747614509272,9.301186823677403,0.05,0.05,20.0,2.369615900793824,0.0,0.0,0.0
Berta Olate,Table Tennis,Table Tennis Women's Singles,CHI,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.119747614509272,9.301186823677403,0.05,0.05,20.0,2.369615900793824,0.0,0.0,0.0
Tang Hua,Archery,Archery Men's Individual,CHN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,14.65627916950718,0.05,0.2489352372648674,0.0,3.1087208313709414,14.65627916950718,0.05,0.2489352372648674,20.0,0.7952035731293541,0.0,0.0,0.0
Tang Hua,Archery,Archery Men's Team,CHN,1996.0,No medal,3.0,1.0,1996.0,16.0,2.5,14.65627916950718,0.05,0.2489352372648674,0.0,3.1087208313709414,14.65627916950718,0.05,0.2489352372648674,20.0,0.7952035731293541,0.0,0.0,0.0
He Ying,Archery,Archery Women's Individual,CHN,1996.0,Silver,1.0,6.0,1996.0,16.0,7.5,14.65627916950718,0.05,0.2489352372648674,0.0,3.1087208313709414,14.65627916950718,0.05,0.2489352372648674,20.0,2.3856107193880627,0.0,0.0,0.0
Yang Jianping,Archery,Archery Women's Individual,CHN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,14.65627916950718,0.05,0.2489352372648674,0.0,3.1087208313709414,14.65627916950718,0.05,0.2489352372648674,20.0,0.7952035731293541,0.0,0.0,0.0
He Ying,Archery,Archery Women's Team,CHN,1996.0,No medal,3.0,1.0,1996.0,16.0,2.5,14.65627916950718,0.05,0.2489352372648674,0.0,3.1087208313709414,14.65627916950718,0.05,0.2489352372648674,20.0,0.7952035731293541,0.0,0.0,0.0
Yang Jianping,Archery,Archery Women's Team,CHN,1996.0,No medal,3.0,1.0,1996.0,16.0,2.5,14.65627916950718,0.05,0.2489352372648674,0.0,3.1087208313709414,14.65627916950718,0.05,0.2489352372648674,20.0,0.7952035731293541,0.0,0.0,0.0
Yu Guohui,Athletics,Athletics Men's 20 kilometres Walk,CHN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.919568930918796,9.301186823677403,0.05,0.05,20.0,2.976691036951223,0.0,0.0,0.0
Li Shaojie,Athletics,Athletics Men's Discus Throw,CHN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.919568930918796,9.301186823677403,0.05,0.05,20.0,2.976691036951223,0.0,0.0,0.0
Li Lei,Athletics,Athletics Women's Javelin Throw,CHN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.919568930918796,9.301186823677403,0.05,0.05,20.0,2.976691036951223,0.0,0.0,0.0
Ren Xiujuan,Athletics,Athletics Women's Marathon,CHN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.919568930918796,9.301186823677403,0.05,0.05,20.0,2.976691036951223,0.0,0.0,0.0
Ren Ruiping,Athletics,Athletics Women's Triple Jump,CHN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,9.301186823677403,0.05,0.05,0.0,2.919568930918796,9.301186823677403,0.05,0.05,20.0,2.976691036951223,0.0,0.0,0.0
Sun Jun,Badminton,Badminton Men's Singles,CHN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,4.000006449885999,0.4900595782282775,0.4068561782718491,0.0,4.597552447552448,5.07145964296592,0.4718776344430611,0.2439432795920104,20.0,0.0056415849274509,0.0,0.0,0.0
Ge Fei,Badminton,Badminton Women's Doubles,CHN,1996.0,Gold,2.0,10.0,1996.0,16.0,11.5,4.000006449885999,0.3847120319516431,0.3128926322756832,0.0,4.597552447552448,5.07145964296592,0.4718776344430611,0.2439432795920104,20.0,0.0985030300691045,1.5,0.0,-1.5
Gu Jun,Badminton,Badminton Women's Doubles,CHN,1996.0,Gold,2.0,10.0,1996.0,16.0,11.5,4.000006449885999,0.2136778274600808,0.4360398992697671,0.0,4.597552447552448,5.07145964296592,0.4718776344430611,0.2439432795920104,20.0,0.0104276733886096,1.5,0.0,-1.5
Qin Yiyuan,Badminton,Badminton Women's Doubles,CHN,1996.0,Bronze,2.0,4.0,1996.0,16.0,5.5,4.000006449885999,0.096824237412161,0.4544083853585952,0.0,4.597552447552448,5.07145964296592,0.4718776344430611,0.2439432795920104,20.0,0.0030799093455289,0.5,0.0,-0.5
Ye Zhaoying,Badminton,Badminton Women's Singles,CHN,1996.0,No medal,1.0,1.0,1996.0,16.0,2.5,15.999993550114002,0.6244781499324988,0.0754735524740218,0.0,4.597552447552448,5.07145964296592,0.4718776344430611,0.2439432795920104,20.0,1.463513634577738,1.0,0.0,-1.0
Hu Weidong,Basketball,Basketball Men's Basketball,CHN,1996.0,No medal,12.0,1.0,1992.0,20.0,1.4437433736368646,9.301186823677403,0.05,0.05,0.0092426452307569,1.6857754050784046,2.5638535570073824,0.0261878676786342,0.0860930673447698,24.0,0.6668438611057057,0.0,0.0,0.0
Li Nan,Basketball,Basketball Men's Basketball,CHN,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,6.409633892518456,0.0654696691965855,0.2152326683619246,0.0,4.04299466142641,6.409633892518456,0.0654696691965855,0.2152326683619246,20.0,0.0999547524962284,0.0,0.0,0.0
Li Xiaoyong,Basketball,Basketball Men's Basketball,CHN,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,6.409633892518456,0.0654696691965855,0.2152326683619246,0.0,4.04299466142641,6.409633892518456,0.0654696691965855,0.2152326683619246,20.0,0.0999547524962284,0.0,0.0,0.0
Liu Yudong,Basketball,Basketball Men's Basketball,CHN,1996.0,No medal,12.0,1.0,1996.0,16.0,2.5,6.409633892518456,0.0654696691965855,0.2152326683619246,0.0,4.04299466142641,6.409633892518456,0.0654696691965855,0.2152326683619246,20.0,0.0999547524962284,0.0,0.0,0.0
