NOC,Sport,Event,Division,1992,1996,2000,2004,2008,2012,2016,2020,2024
ESP,Cycling,"Cycling Women's Road Race, Individual",1,0.0,3.0,1.0,1.0,2.0,0.0,1.0,,
ESP,Cycling,Cycling Women's Sprint,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
ESP,Cycling,Cycling Women's Team Sprint,2,,,,,,0.0,2.0,,
ESP,Cycling Mountain Bike,Men's Cross-country,1,,,,,,,,0.0,0.0
ESP,Cycling Mountain Bike,Women's Cross-country,1,,,,,,,,0.0,0.0
ESP,Cycling Road,Men's Individual Time Trial,1,,,,,,,,0.0,1.0
ESP,Cycling Road,Men's Road Race,1,,,,,,,,0.0,3.0
ESP,Cycling Road,Women's Individual Time Trial,1,,,,,,,,0.0,1.0
ESP,Cycling Road,Women's Road Race,1,,,,,,,,0.0,2.0
ESP,Cycling Track,Men's Madison,1,,,,,,,,,0.0
ESP,Cycling Track,Men's Madison Team,2,,,,,,,,0.0,
ESP,Cycling Track,Men's Omnium,1,,,,,,,,0.0,0.0
ESP,Diving,Diving Men's Platform,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Diving,Diving Men's Springboard,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
ESP,Diving,Diving Women's Platform,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Diving,Diving Women's Springboard,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,
ESP,Diving,Men's 3m Springboard,1,,,,,,,,0.0,0.0
ESP,Diving,Men's Synchronised 3m Springboard,1,,,,,,,,,0.0
ESP,Diving,Women's 10m Platform,1,,,,,,,,0.0,1.0
ESP,Diving,Women's 3m Springboard,1,,,,,,,,0.0,1.0
ESP,Equestrian,Dressage Individual,1,,,,,,,,0.0,3.0
ESP,Equestrian,Dressage Team,1,,,,,,,,0.0,0.0
ESP,Equestrian,Dressage Team,2,,,,,,,,0.0,0.0
ESP,Equestrian,Dressage Team,3,,,,,,,,0.0,3.0
ESP,Equestrian,"Equestrian Mixed Dressage, Individual",1,0.0,3.0,2.0,0.0,2.0,2.0,2.0,,
ESP,Equestrian,"Equestrian Mixed Dressage, Team",1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
ESP,Equestrian,"Equestrian Mixed Dressage, Team",2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,
ESP,Equestrian,"Equestrian Mixed Dressage, Team",3,0.0,3.0,2.0,0.0,0.0,0.0,3.0,,
ESP,Equestrian,"Equestrian Mixed Jumping, Individual",1,0.0,4.0,1.0,0.0,0.0,0.0,4.0,,
ESP,Equestrian,"Equestrian Mixed Jumping, Team",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
ESP,Equestrian,"Equestrian Mixed Jumping, Team",3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,
ESP,Equestrian,"Equestrian Mixed Jumping, Team",4,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Equestrian,"Equestrian Mixed Three-Day Event, Individual",1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,
ESP,Equestrian,"Equestrian Mixed Three-Day Event, Individual",3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Equestrian,"Equestrian Mixed Three-Day Event, Individual",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Equestrian,"Equestrian Mixed Three-Day Event, Team",3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,
ESP,Equestrian,"Equestrian Mixed Three-Day Event, Team",4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Equestrian,Eventing Individual,1,,,,,,,,0.0,2.0
ESP,Equestrian,Jumping Individual,1,,,,,,,,0.0,2.0
ESP,Equestrian,Jumping Team,3,,,,,,,,0.0,3.0
ESP,Fencing,"Fencing Men's Foil, Individual",1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
ESP,Fencing,"Fencing Men's Foil, Team",5,0.0,0.0,0.0,0.0,,0.0,0.0,,
ESP,Fencing,"Fencing Men's Sabre, Individual",1,0.0,1.0,2.0,0.0,1.0,0.0,0.0,,
ESP,Fencing,"Fencing Men's Sabre, Team",3,0.0,3.0,1.0,0.0,0.0,0.0,,,
ESP,Fencing,"Fencing Men's Sabre, Team",5,0.0,0.0,0.0,0.0,0.0,0.0,,,
ESP,Fencing,"Fencing Men's epee, Individual",1,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,
ESP,Fencing,"Fencing Men's epee, Team",3,0.0,3.0,0.0,0.0,0.0,,0.0,,
ESP,Fencing,"Fencing Men's epee, Team",5,0.0,0.0,0.0,0.0,0.0,,0.0,,
ESP,Fencing,"Fencing Women's Foil, Individual",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Fencing,"Fencing Women's Sabre, Individual",1,,,,0.0,1.0,0.0,0.0,,
ESP,Fencing,"Fencing Women's epee, Individual",1,,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Fencing,Men's Foil Individual,1,,,,,,,,0.0,0.0
ESP,Fencing,Women's Sabre Individual,1,,,,,,,,0.0,1.0
ESP,Football,Football Men's Football,17,0.0,17.0,17.0,0.0,0.0,17.0,0.0,,
ESP,Football,Men,1,,,,,,,,,0.0
ESP,Football,Men Team,22,,,,,,,,0.0,
ESP,Football,Women,1,,,,,,,,,0.0
ESP,Golf,Golf Men's Individual,1,,,,,,,0.0,,
ESP,Golf,Golf Women's Individual,1,,,,,,,0.0,,
ESP,Golf,Men's Individual Stroke Play,1,,,,,,,,0.0,2.0
ESP,Golf,Women's Individual Stroke Play,1,,,,,,,,0.0,0.0
ESP,Gymnastics,Group All-Around,5,,,,,,,,,0.0
ESP,Gymnastics,Gymnastics Men's Floor Exercise,1,0.0,1.0,5.0,2.0,3.0,2.0,2.0,,
ESP,Gymnastics,Gymnastics Men's Horizontal Bar,1,0.0,1.0,5.0,2.0,4.0,3.0,1.0,,
ESP,Gymnastics,Gymnastics Men's Horse Vault,1,0.0,1.0,5.0,2.0,1.0,0.0,0.0,,
ESP,Gymnastics,Gymnastics Men's Individual All-Around,1,0.0,1.0,6.0,2.0,4.0,2.0,1.0,,
ESP,Gymnastics,Gymnastics Men's Parallel Bars,1,0.0,1.0,5.0,2.0,4.0,3.0,1.0,,
ESP,Gymnastics,Gymnastics Men's Pommelled Horse,1,0.0,1.0,5.0,2.0,4.0,2.0,1.0,,
ESP,Gymnastics,Gymnastics Men's Rings,1,0.0,1.0,5.0,2.0,4.0,3.0,1.0,,
ESP,Gymnastics,Gymnastics Men's Team All-Around,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,
ESP,Gymnastics,Gymnastics Men's Team All-Around,6,0.0,0.0,6.0,3.0,4.0,0.0,0.0,,
ESP,Gymnastics,Gymnastics Women's Balance Beam,1,0.0,6.0,5.0,4.0,1.0,1.0,1.0,,
ESP,Gymnastics,Gymnastics Women's Floor Exercise,1,0.0,6.0,5.0,4.0,2.0,1.0,1.0,,
ESP,Gymnastics,Gymnastics Women's Group,5,,0.0,0.0,0.0,0.0,0.0,5.0,,
ESP,Gymnastics,Gymnastics Women's Group,6,,0.0,5.0,6.0,4.0,6.0,0.0,,
ESP,Gymnastics,Gymnastics Women's Horse Vault,1,0.0,6.0,5.0,5.0,0.0,0.0,0.0,,
ESP,Gymnastics,Gymnastics Women's Individual,1,0.0,2.0,1.0,0.0,0.0,1.0,0.0,,
ESP,Gymnastics,Gymnastics Women's Individual All-Around,1,0.0,7.0,6.0,5.0,1.0,1.0,1.0,,
ESP,Gymnastics,Gymnastics Women's Team All-Around,6,0.0,0.0,6.0,5.0,0.0,0.0,0.0,,
ESP,Gymnastics,Gymnastics Women's Team All-Around,7,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Gymnastics,Gymnastics Women's Uneven Bars,1,0.0,7.0,5.0,4.0,1.0,1.0,1.0,,
ESP,Gymnastics,Individual All-Around,1,,,,,,,,0.0,2.0
ESP,Gymnastics,Men,1,,,,,,,,0.0,6.0
ESP,Gymnastics,Men's All-Around,1,,,,,,,,0.0,0.0
ESP,Gymnastics,Men's Floor Exercise,1,,,,,,,,0.0,0.0
ESP,Gymnastics,Men's Horizontal Bar,1,,,,,,,,0.0,1.0
ESP,Gymnastics,Men's Parallel Bars,1,,,,,,,,0.0,1.0
ESP,Gymnastics,Men's Pommel Horse,1,,,,,,,,0.0,1.0
ESP,Gymnastics,Men's Rings,1,,,,,,,,0.0,1.0
ESP,Gymnastics,Men's Team,4,,,,,,,,0.0,0.0
ESP,Gymnastics,Men's Team,5,,,,,,,,0.0,5.0
ESP,Gymnastics,Men's Vault,1,,,,,,,,0.0,0.0
ESP,Gymnastics,Women,1,,,,,,,,0.0,4.0
ESP,Gymnastics,Women's All-Around,1,,,,,,,,0.0,2.0
ESP,Gymnastics,Women's Balance Beam,1,,,,,,,,0.0,2.0
ESP,Gymnastics,Women's Floor Exercise,1,,,,,,,,0.0,2.0
ESP,Gymnastics,Women's Team,4,,,,,,,,0.0,0.0
ESP,Gymnastics,Women's Uneven Bars,1,,,,,,,,0.0,2.0
ESP,Gymnastics,Women's Vault,1,,,,,,,,0.0,2.0
ESP,Handball,Handball Men's Handball,14,0.0,0.0,0.0,0.0,14.0,10.0,0.0,,
ESP,Handball,Handball Men's Handball,15,0.0,0.0,15.0,8.0,0.0,0.0,0.0,,
ESP,Handball,Handball Men's Handball,16,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Handball,Handball Women's Handball,14,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,
ESP,Handball,Handball Women's Handball,15,0.0,0.0,0.0,15.0,0.0,13.0,0.0,,
ESP,Handball,Men,1,,,,,,,,,0.0
ESP,Handball,Men Team,16,,,,,,,,0.0,
ESP,Handball,Women,1,,,,,,,,,0.0
ESP,Handball,Women Team,15,,,,,,,,0.0,
ESP,Hockey,Hockey Men's Hockey,16,0.0,7.0,7.0,8.0,5.0,0.0,0.0,,
ESP,Hockey,Hockey Men's Hockey,17,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,
ESP,Hockey,Hockey Men's Hockey,18,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,
ESP,Hockey,Hockey Women's Hockey,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Hockey,Hockey Women's Hockey,16,0.0,16.0,7.0,8.0,9.0,0.0,12.0,,
ESP,Hockey,Men,1,,,,,,,,,0.0
ESP,Hockey,Men Team,18,,,,,,,,0.0,
ESP,Hockey,Women,1,,,,,,,,,0.0
ESP,Hockey,Women Team,18,,,,,,,,0.0,
ESP,Judo,Judo Men's Extra-Lightweight,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,
ESP,Judo,Judo Men's Half-Lightweight,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,
ESP,Judo,Judo Men's Half-Middleweight,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Judo,Judo Men's Heavyweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
ESP,Judo,Judo Men's Lightweight,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
ESP,Judo,Judo Men's Middleweight,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
ESP,Judo,Judo Women's Extra-Lightweight,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,
ESP,Judo,Judo Women's Half-Heavyweight,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Judo,Judo Women's Half-Lightweight,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,
ESP,Judo,Judo Women's Half-Middleweight,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Judo,Judo Women's Heavyweight,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Judo,Judo Women's Lightweight,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
ESP,Judo,Judo Women's Middleweight,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,
ESP,Judo,Men -100 kg,1,,,,,,,,0.0,1.0
ESP,Judo,Men -60 kg,1,,,,,,,,0.0,0.0
ESP,Judo,Men -66 kg,1,,,,,,,,0.0,1.0
ESP,Judo,Men -73 kg,1,,,,,,,,0.0,1.0
ESP,Judo,Men -90 kg,1,,,,,,,,0.0,1.0
ESP,Judo,Mixed Team,4,,,,,,,,0.0,8.0
ESP,Judo,Women -48 kg,1,,,,,,,,0.0,1.0
ESP,Judo,Women -52 kg,1,,,,,,,,0.0,1.0
ESP,Judo,Women -63 kg,1,,,,,,,,0.0,0.0
ESP,Judo,Women -70 kg,1,,,,,,,,0.0,1.0
ESP,Karate,Men's Kata,1,,,,,,,,0.0,
ESP,Karate,Women's Kata,1,,,,,,,,0.0,
ESP,Marathon Swimming,Men's 10km,1,,,,,,,,0.0,1.0
ESP,Marathon Swimming,Men's 1500m Freestyle,1,,,,,,,,,0.0
ESP,Marathon Swimming,Men's 4 x 200m Freestyle Relay,1,,,,,,,,,0.0
ESP,Marathon Swimming,Men's 800m Freestyle,1,,,,,,,,,0.0
ESP,Marathon Swimming,Women's 10km,1,,,,,,,,0.0,2.0
ESP,Modern Pentathlon,Men's Individual,1,,,,,,,,0.0,0.0
ESP,Modern Pentathlon,Modern Pentathlon Men's Individual,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ESP,Modern Pentathlon,Modern Pentathlon Men's Team,3,0.0,,,,,,,,
ESP,Modern Pentathlon,Women's Individual,1,,,,,,,,0.0,1.0
ESP,Rowing,Lightweight Men's Double Sculls,1,,,,,,,,,0.0
ESP,Rowing,Lightweight Men's Double Sculls Team,2,,,,,,,,0.0,
ESP,Rowing,Men's Double Sculls,1,,,,,,,,,0.0
ESP,Rowing,Men's Pair,1,,,,,,,,,0.0
ESP,Rowing,Men's Pair Team,2,,,,,,,,0.0,
ESP,Rowing,Rowing Men's Coxed Eights,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Rowing,Rowing Men's Coxed Pairs,1,0.0,,,,,,,,
ESP,Rowing,Rowing Men's Coxless Fours,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Rowing,Rowing Men's Coxless Pairs,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
ESP,Rowing,Rowing Men's Double Sculls,2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,
ESP,Rowing,Rowing Men's Lightweight Coxless Fours,4,,0.0,0.0,4.0,0.0,0.0,0.0,,
ESP,Rowing,Rowing Men's Lightweight Double Sculls,2,,0.0,2.0,0.0,0.0,0.0,0.0,,
ESP,Rowing,Rowing Men's Quadruple Sculls,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Rowing,Rowing Women's Coxless Pairs,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
ESP,Rowing,Rowing Women's Lightweight Double Sculls,2,,0.0,0.0,2.0,0.0,0.0,0.0,,
ESP,Rowing,Rowing Women's Lightweight Double Sculls,3,,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Rowing,Rowing Women's Single Sculls,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
ESP,Rowing,Women's Pair,1,,,,,,,,,0.0
ESP,Rowing,Women's Pair Team,2,,,,,,,,0.0,
ESP,Rowing,Women's Single Sculls,1,,,,,,,,0.0,1.0
ESP,Rugby,Rugby Men's Rugby,13,,,,,,,0.0,,
ESP,Rugby,Rugby Women's Rugby,12,,,,,,,0.0,,
ESP,Sailing,Men's Dinghy,1,,,,,,,,,0.0
ESP,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,1,,,,,,,,0.0,
ESP,Sailing,Men's One Person Dinghy - Laser,1,,,,,,,,0.0,
ESP,Sailing,Men's Skiff,1,,,,,,,,,0.0
ESP,Sailing,Men's Skiff - 49er Team,2,,,,,,,,0.0,
ESP,Sailing,Men's Two Person Dinghy - 470 Team,2,,,,,,,,0.0,
ESP,Sailing,Men's Windsurfer - RS:X,1,,,,,,,,0.0,
ESP,Sailing,Men's Windsurfing,1,,,,,,,,,0.0
ESP,Sailing,Mixed Dinghy,1,,,,,,,,,0.0
ESP,Sailing,Mixed Multihull,1,,,,,,,,,0.0
ESP,Sailing,Mixed Multihull - Nacra 17 Foiling Team,1,,,,,,,,0.0,
ESP,Sailing,Sailing Men's One Person Dinghy,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,
ESP,Sailing,Sailing Men's One Person Heavyweight Dinghy,1,,,,,,0.0,0.0,,
ESP,Sailing,Sailing Men's Skiff,1,,,,,,0.0,2.0,,
ESP,Sailing,Sailing Men's Two Person Dinghy,1,0.0,0.0,2.0,1.0,2.0,0.0,2.0,,
ESP,Sailing,Sailing Men's Two Person Keelboat,1,,,,0.0,0.0,0.0,,,
ESP,Sailing,Sailing Men's Windsurfer,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
ESP,Sailing,Sailing Mixed Multihull,1,0.0,1.0,0.0,3.0,0.0,,0.0,,
ESP,Sailing,Sailing Mixed One Person Dinghy,1,,0.0,1.0,0.0,1.0,,,,
ESP,Sailing,Sailing Mixed Skiff,1,,,0.0,2.0,0.0,,,,
ESP,Sailing,Sailing Mixed Three Person Keelboat,3,0.0,3.0,2.0,,,,,,
ESP,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,1,0.0,,,,,,,,
ESP,Sailing,Sailing Mixed Two Person Keelboat,1,0.0,2.0,2.0,,,,,,
ESP,Sailing,Sailing Women's One Person Dinghy,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,
ESP,Sailing,Sailing Women's Skiff,1,,,,,,,0.0,,
ESP,Sailing,Sailing Women's Three Person Keelboat,3,,,,0.0,1.0,3.0,,,
ESP,Sailing,Sailing Women's Two Person Dinghy,1,0.0,1.0,2.0,0.0,1.0,2.0,2.0,,
ESP,Sailing,Sailing Women's Windsurfer,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,
ESP,Sailing,Women's Dinghy,1,,,,,,,,,0.0
ESP,Sailing,Women's Kite,1,,,,,,,,,0.0
ESP,Sailing,Women's One Person Dinghy - Laser Radial,1,,,,,,,,0.0,
ESP,Sailing,Women's Skiff,1,,,,,,,,,0.0
ESP,Sailing,Women's Skiff - 49er  Team,2,,,,,,,,0.0,
ESP,Sailing,Women's Two Person Dinghy - 470 Team,2,,,,,,,,0.0,
ESP,Sailing,Women's Windsurfer - RS:X,1,,,,,,,,0.0,
ESP,Sailing,Women's Windsurfing,1,,,,,,,,,0.0
ESP,Shooting,"Shooting Men's Air Pistol, 10 metres",1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,
ESP,Shooting,"Shooting Men's Air Rifle, 10 metres",1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
ESP,Shooting,Shooting Men's Double Trap,1,,0.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Shooting,"Shooting Men's Free Pistol, 50 metres",1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,
ESP,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ESP,Shooting,Shooting Men's Skeet,1,,0.0,0.0,0.0,2.0,0.0,0.0,,
ESP,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,
ESP,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
ESP,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Shooting,Shooting Men's Trap,1,,0.0,0.0,0.0,2.0,0.0,0.0,,
ESP,Shooting,Shooting Mixed Skeet,1,0.0,,,,,,,,
ESP,Shooting,Shooting Mixed Trap,1,0.0,,,,,,,,
ESP,Shooting,"Shooting Women's Air Pistol, 10 metres",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ESP,Shooting,"Shooting Women's Air Rifle, 10 metres",1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Shooting,Shooting Women's Double Trap,1,,0.0,0.0,0.0,,,,,
ESP,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Shooting,"Shooting Women's Sporting Pistol, 25 metres",1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ESP,Shooting,Shooting Women's Trap,1,,,0.0,1.0,0.0,1.0,0.0,,
ESP,Shooting,Trap Men,1,,,,,,,,0.0,1.0
ESP,Shooting,Trap Mixed Team,1,,,,,,,,0.0,
ESP,Shooting,Trap Women,1,,,,,,,,0.0,1.0
ESP,Skateboarding,Men's Park,1,,,,,,,,0.0,1.0
ESP,Skateboarding,Women's Park,1,,,,,,,,0.0,1.0
ESP,Skateboarding,Women's Street,1,,,,,,,,0.0,2.0
ESP,Sport Climbing,Men's Boulder & Lead,1,,,,,,,,,0.0
ESP,Sport Climbing,Men's Combined,1,,,,,,,,0.0,
ESP,Sport Climbing,Women's Speed,1,,,,,,,,,0.0
ESP,Surfing,Men,1,,,,,,,,0.0,1.0
ESP,Surfing,Women,1,,,,,,,,0.0,2.0
ESP,Swimming,Men's 100m Backstroke,1,,,,,,,,0.0,0.0
ESP,Swimming,Men's 100m Butterfly,1,,,,,,,,0.0,1.0
ESP,Swimming,Men's 100m Freestyle,1,,,,,,,,0.0,1.0
ESP,Swimming,Men's 200m Backstroke,1,,,,,,,,0.0,1.0
ESP,Swimming,Men's 200m Butterfly,1,,,,,,,,0.0,1.0
ESP,Swimming,Men's 200m Individual Medley,1,,,,,,,,0.0,0.0
ESP,Swimming,Men's 4 x 100m Freestyle Relay,1,,,,,,,,,0.0
ESP,Swimming,Men's 4 x 100m Medley Relay,1,,,,,,,,,0.0
ESP,Swimming,Men's 4 x 200m Freestyle Relay,1,,,,,,,,,0.0
ESP,Swimming,Men's 400m Individual Medley,1,,,,,,,,0.0,0.0
ESP,Swimming,Relay Only Athlete,1,,,,,,,,,0.0
ESP,Swimming,"Swimming Men's 1,500 metres Freestyle",1,0.0,1.0,1.0,0.0,1.0,0.0,2.0,,
ESP,Swimming,Swimming Men's 10 kilometres Open Water,1,,,,,0.0,0.0,0.0,,
ESP,Swimming,Swimming Men's 100 metres Backstroke,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,
ESP,Swimming,Swimming Men's 100 metres Breaststroke,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,
ESP,Swimming,Swimming Men's 100 metres Butterfly,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
ESP,Swimming,Swimming Men's 100 metres Freestyle,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
ESP,Swimming,Swimming Men's 200 metres Backstroke,1,0.0,0.0,1.0,2.0,0.0,0.0,1.0,,
ESP,Swimming,Swimming Men's 200 metres Breaststroke,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,
ESP,Swimming,Swimming Men's 200 metres Butterfly,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,
ESP,Swimming,Swimming Men's 200 metres Freestyle,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
ESP,Swimming,Swimming Men's 200 metres Individual Medley,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,
ESP,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,4,0.0,0.0,4.0,0.0,0.0,0.0,4.0,,
ESP,Swimming,Swimming Men's 4 x 100 metres Medley Relay,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,
ESP,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,
ESP,Swimming,Swimming Men's 400 metres Freestyle,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,
ESP,Swimming,Swimming Men's 400 metres Individual Medley,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,
ESP,Swimming,Swimming Men's 50 metres Freestyle,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,
ESP,Swimming,Swimming Women's 10 kilometres Open Water,1,,,,,0.0,1.0,0.0,,
ESP,Swimming,Swimming Women's 100 metres Backstroke,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,
ESP,Swimming,Swimming Women's 100 metres Breaststroke,1,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,
ESP,Swimming,Swimming Women's 100 metres Butterfly,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
ESP,Swimming,Swimming Women's 100 metres Freestyle,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ESP,Swimming,Swimming Women's 200 metres Backstroke,1,0.0,1.0,1.0,0.0,2.0,1.0,1.0,,
ESP,Swimming,Swimming Women's 200 metres Breaststroke,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
ESP,Swimming,Swimming Women's 200 metres Butterfly,1,0.0,1.0,1.0,1.0,0.0,2.0,0.0,,
ESP,Swimming,Swimming Women's 200 metres Freestyle,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,
ESP,Swimming,Swimming Women's 200 metres Individual Medley,1,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,
ESP,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,4,0.0,4.0,0.0,4.0,0.0,0.0,4.0,,
ESP,Swimming,Swimming Women's 4 x 100 metres Medley Relay,4,0.0,2.0,4.0,3.0,3.0,4.0,0.0,,
ESP,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,4,,0.0,4.0,4.0,3.0,3.0,2.0,,
ESP,Swimming,Swimming Women's 400 metres Freestyle,1,0.0,0.0,1.0,2.0,0.0,2.0,0.0,,
ESP,Swimming,Swimming Women's 400 metres Individual Medley,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,
ESP,Swimming,Swimming Women's 50 metres Freestyle,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,
ESP,Swimming,Swimming Women's 800 metres Freestyle,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,
ESP,Swimming,Women's 100m Backstroke,1,,,,,,,,0.0,1.0
ESP,Swimming,Women's 100m Breaststroke,1,,,,,,,,0.0,0.0
ESP,Swimming,Women's 100m Butterfly,1,,,,,,,,0.0,1.0
ESP,Swimming,Women's 100m Freestyle,1,,,,,,,,0.0,0.0
ESP,Swimming,Women's 1500m Freestyle,1,,,,,,,,0.0,0.0
ESP,Swimming,Women's 200m Backstroke,1,,,,,,,,0.0,1.0
ESP,Swimming,Women's 200m Breaststroke,1,,,,,,,,0.0,0.0
ESP,Swimming,Women's 200m Butterfly,1,,,,,,,,0.0,1.0
ESP,Swimming,Women's 200m Individual Medley,1,,,,,,,,0.0,1.0
ESP,Swimming,Women's 4 x 100m Medley Relay Team,4,,,,,,,,0.0,
ESP,Swimming,Women's 4 x 200m Freestyle Relay,1,,,,,,,,,0.0
ESP,Swimming,Women's 400m Individual Medley,1,,,,,,,,0.0,1.0
ESP,Swimming,Women's 50m Freestyle,1,,,,,,,,0.0,0.0
ESP,Swimming,Women's 800m Freestyle,1,,,,,,,,0.0,0.0
ESP,Synchronized Swimming,Synchronized Swimming Women's Duet,2,0.0,,0.0,0.0,1.0,1.0,0.0,,
ESP,Synchronized Swimming,Synchronized Swimming Women's Solo,1,0.0,,,,,,,,
ESP,Synchronized Swimming,Synchronized Swimming Women's Team,8,,0.0,0.0,8.0,3.0,5.0,0.0,,
ESP,Table Tennis,Men's Singles,1,,,,,,,,0.0,0.0
ESP,Table Tennis,Mixed Doubles,1,,,,,,,,,0.0
